#GBE_ID	PRS_model	phe_type	features	R_or_AUC	phe_name	N
cancer1036	vanilla_PRS_1e-5	bin	PRS_and_covars	7.738374e-01	other_cancer_of_urinary_tract	74
cancer1037	vanilla_PRS_1e-3	bin	covars	7.519547e-01	female_genital_tract_cancer	4947
cancer1037	vanilla_PRS_1e-3	bin	PRS	5.038436e-01	female_genital_tract_cancer	4947
cancer1037	vanilla_PRS_1e-3	bin	PRS_and_covars	7.519287e-01	female_genital_tract_cancer	4947
cancer1037	vanilla_PRS_1e-4	bin	covars	7.519547e-01	female_genital_tract_cancer	4947
cancer1037	vanilla_PRS_1e-4	bin	PRS	5.175813e-01	female_genital_tract_cancer	4947
cancer1037	vanilla_PRS_1e-4	bin	PRS_and_covars	7.524109e-01	female_genital_tract_cancer	4947
cancer1037	vanilla_PRS_1e-5	bin	covars	7.519547e-01	female_genital_tract_cancer	4947
cancer1037	vanilla_PRS_1e-5	bin	PRS	5.282809e-01	female_genital_tract_cancer	4947
cancer1037	vanilla_PRS_1e-5	bin	PRS_and_covars	7.534631e-01	female_genital_tract_cancer	4947
cancer1039	vanilla_PRS_1e-3	bin	covars	7.896246e-01	ovarian_cancer	1208
cancer1039	vanilla_PRS_1e-3	bin	PRS	5.041082e-01	ovarian_cancer	1208
cancer1039	vanilla_PRS_1e-3	bin	PRS_and_covars	7.885196e-01	ovarian_cancer	1208
cancer1039	vanilla_PRS_1e-4	bin	covars	7.896246e-01	ovarian_cancer	1208
cancer1039	vanilla_PRS_1e-4	bin	PRS	5.244113e-01	ovarian_cancer	1208
cancer1039	vanilla_PRS_1e-4	bin	PRS_and_covars	7.895497e-01	ovarian_cancer	1208
cancer1039	vanilla_PRS_1e-5	bin	covars	7.896246e-01	ovarian_cancer	1208
cancer1039	vanilla_PRS_1e-5	bin	PRS	5.092845e-01	ovarian_cancer	1208
cancer1039	vanilla_PRS_1e-5	bin	PRS_and_covars	7.833734e-01	ovarian_cancer	1208
cancer1041	vanilla_PRS_1e-3	bin	covars	7.592505e-01	cervical_cancer	2815
cancer1041	vanilla_PRS_1e-3	bin	PRS	5.042031e-01	cervical_cancer	2815
cancer1041	vanilla_PRS_1e-3	bin	PRS_and_covars	7.594719e-01	cervical_cancer	2815
cancer1041	vanilla_PRS_1e-4	bin	covars	7.592505e-01	cervical_cancer	2815
cancer1041	vanilla_PRS_1e-4	bin	PRS	5.127270e-01	cervical_cancer	2815
cancer1041	vanilla_PRS_1e-4	bin	PRS_and_covars	7.594353e-01	cervical_cancer	2815
cancer1041	vanilla_PRS_1e-5	bin	covars	7.592505e-01	cervical_cancer	2815
cancer1041	vanilla_PRS_1e-5	bin	PRS	5.023635e-01	cervical_cancer	2815
cancer1041	vanilla_PRS_1e-5	bin	PRS_and_covars	7.586714e-01	cervical_cancer	2815
cancer1043	vanilla_PRS_1e-3	bin	covars	8.428664e-01	vulval_cancer	131
cancer1043	vanilla_PRS_1e-3	bin	PRS	5.205467e-01	vulval_cancer	131
cancer1043	vanilla_PRS_1e-3	bin	PRS_and_covars	8.429754e-01	vulval_cancer	131
cancer1043	vanilla_PRS_1e-4	bin	covars	8.428664e-01	vulval_cancer	131
cancer1043	vanilla_PRS_1e-4	bin	PRS	5.595965e-01	vulval_cancer	131
cancer1043	vanilla_PRS_1e-4	bin	PRS_and_covars	8.430205e-01	vulval_cancer	131
cancer1043	vanilla_PRS_1e-5	bin	covars	8.428664e-01	vulval_cancer	131
cancer1043	vanilla_PRS_1e-5	bin	PRS	5.142934e-01	vulval_cancer	131
cancer1043	vanilla_PRS_1e-5	bin	PRS_and_covars	8.437947e-01	vulval_cancer	131
cancer1044	vanilla_PRS_1e-3	bin	covars	8.826559e-01	prostate_cancer	6460
cancer1044	vanilla_PRS_1e-3	bin	PRS	5.074136e-01	prostate_cancer	6460
cancer1044	vanilla_PRS_1e-3	bin	PRS_and_covars	8.821459e-01	prostate_cancer	6460
cancer1044	vanilla_PRS_1e-4	bin	covars	8.826559e-01	prostate_cancer	6460
cancer1044	vanilla_PRS_1e-4	bin	PRS	5.024543e-01	prostate_cancer	6460
cancer1044	vanilla_PRS_1e-4	bin	PRS_and_covars	8.827129e-01	prostate_cancer	6460
cancer1044	vanilla_PRS_1e-5	bin	covars	8.826559e-01	prostate_cancer	6460
cancer1044	vanilla_PRS_1e-5	bin	PRS	5.062556e-01	prostate_cancer	6460
cancer1044	vanilla_PRS_1e-5	bin	PRS_and_covars	8.827080e-01	prostate_cancer	6460
cancer1046	vanilla_PRS_1e-3	bin	covars	9.030150e-01	penis_cancer	67
cancer1046	vanilla_PRS_1e-3	bin	PRS	5.361410e-01	penis_cancer	67
cancer1046	vanilla_PRS_1e-3	bin	PRS_and_covars	9.204826e-01	penis_cancer	67
cancer1046	vanilla_PRS_1e-4	bin	covars	9.030150e-01	penis_cancer	67
cancer1046	vanilla_PRS_1e-4	bin	PRS	5.847967e-01	penis_cancer	67
cancer1046	vanilla_PRS_1e-4	bin	PRS_and_covars	9.206652e-01	penis_cancer	67
cancer1046	vanilla_PRS_1e-5	bin	covars	9.030150e-01	penis_cancer	67
cancer1046	vanilla_PRS_1e-5	bin	PRS	5.827448e-01	penis_cancer	67
cancer1046	vanilla_PRS_1e-5	bin	PRS_and_covars	9.233085e-01	penis_cancer	67
cancer1047	vanilla_PRS_1e-3	bin	covars	6.231117e-01	lymphoma	1852
cancer1047	vanilla_PRS_1e-3	bin	PRS	5.512928e-01	lymphoma	1852
cancer1047	vanilla_PRS_1e-3	bin	PRS_and_covars	6.228353e-01	lymphoma	1852
cancer1047	vanilla_PRS_1e-4	bin	covars	6.231117e-01	lymphoma	1852
cancer1047	vanilla_PRS_1e-4	bin	PRS	5.220458e-01	lymphoma	1852
cancer1047	vanilla_PRS_1e-4	bin	PRS_and_covars	6.229196e-01	lymphoma	1852
cancer1047	vanilla_PRS_1e-5	bin	covars	6.231117e-01	lymphoma	1852
cancer1047	vanilla_PRS_1e-5	bin	PRS	5.169430e-01	lymphoma	1852
cancer1047	vanilla_PRS_1e-5	bin	PRS_and_covars	6.229548e-01	lymphoma	1852
cancer1048	vanilla_PRS_1e-3	bin	covars	6.553585e-01	leukaemia	870
cancer1048	vanilla_PRS_1e-3	bin	PRS	5.329421e-01	leukaemia	870
cancer1048	vanilla_PRS_1e-3	bin	PRS_and_covars	6.557073e-01	leukaemia	870
cancer1048	vanilla_PRS_1e-4	bin	covars	6.553585e-01	leukaemia	870
cancer1048	vanilla_PRS_1e-4	bin	PRS	5.003922e-01	leukaemia	870
cancer1048	vanilla_PRS_1e-4	bin	PRS_and_covars	6.553676e-01	leukaemia	870
cancer1048	vanilla_PRS_1e-5	bin	covars	6.553585e-01	leukaemia	870
cancer1048	vanilla_PRS_1e-5	bin	PRS	5.505204e-01	leukaemia	870
cancer1048	vanilla_PRS_1e-5	bin	PRS_and_covars	6.553108e-01	leukaemia	870
cancer1050	vanilla_PRS_1e-3	bin	covars	7.027007e-01	multiple_myeloma	501
cancer1050	vanilla_PRS_1e-3	bin	PRS	5.160346e-01	multiple_myeloma	501
cancer1050	vanilla_PRS_1e-3	bin	PRS_and_covars	7.020614e-01	multiple_myeloma	501
cancer1050	vanilla_PRS_1e-4	bin	covars	7.027007e-01	multiple_myeloma	501
cancer1050	vanilla_PRS_1e-4	bin	PRS	5.460267e-01	multiple_myeloma	501
cancer1050	vanilla_PRS_1e-4	bin	PRS_and_covars	7.027379e-01	multiple_myeloma	501
cancer1050	vanilla_PRS_1e-5	bin	covars	7.027007e-01	multiple_myeloma	501
cancer1050	vanilla_PRS_1e-5	bin	PRS	5.194945e-01	multiple_myeloma	501
cancer1050	vanilla_PRS_1e-5	bin	PRS_and_covars	7.026589e-01	multiple_myeloma	501
cancer1051	vanilla_PRS_1e-4	bin	covars	9.485875e-01	myelofibrosis_or_myelodysplasia	19
cancer1051	vanilla_PRS_1e-4	bin	PRS	8.185215e-01	myelofibrosis_or_myelodysplasia	19
cancer1051	vanilla_PRS_1e-4	bin	PRS_and_covars	9.486073e-01	myelofibrosis_or_myelodysplasia	19
cancer1051	vanilla_PRS_1e-5	bin	covars	9.485875e-01	myelofibrosis_or_myelodysplasia	19
cancer1051	vanilla_PRS_1e-5	bin	PRS	6.731371e-01	myelofibrosis_or_myelodysplasia	19
cancer1051	vanilla_PRS_1e-5	bin	PRS_and_covars	9.486172e-01	myelofibrosis_or_myelodysplasia	19
cancer1052	vanilla_PRS_1e-3	bin	covars	6.224805e-01	hodgkins_lymphoma_/_hodgkins_disease	432
cancer1052	vanilla_PRS_1e-3	bin	PRS	5.109319e-01	hodgkins_lymphoma_/_hodgkins_disease	432
cancer1052	vanilla_PRS_1e-3	bin	PRS_and_covars	6.223567e-01	hodgkins_lymphoma_/_hodgkins_disease	432
cancer1052	vanilla_PRS_1e-4	bin	covars	6.224805e-01	hodgkins_lymphoma_/_hodgkins_disease	432
cancer1052	vanilla_PRS_1e-4	bin	PRS	5.005054e-01	hodgkins_lymphoma_/_hodgkins_disease	432
cancer1052	vanilla_PRS_1e-4	bin	PRS_and_covars	6.223170e-01	hodgkins_lymphoma_/_hodgkins_disease	432
cancer1052	vanilla_PRS_1e-5	bin	covars	6.224805e-01	hodgkins_lymphoma_/_hodgkins_disease	432
cancer1052	vanilla_PRS_1e-5	bin	PRS	5.088611e-01	hodgkins_lymphoma_/_hodgkins_disease	432
cancer1052	vanilla_PRS_1e-5	bin	PRS_and_covars	6.221834e-01	hodgkins_lymphoma_/_hodgkins_disease	432
cancer1053	vanilla_PRS_1e-3	bin	covars	6.742310e-01	non-hodgkins_lymphoma	1429
cancer1053	vanilla_PRS_1e-3	bin	PRS	5.217761e-01	non-hodgkins_lymphoma	1429
cancer1053	vanilla_PRS_1e-3	bin	PRS_and_covars	6.741325e-01	non-hodgkins_lymphoma	1429
cancer1053	vanilla_PRS_1e-4	bin	covars	6.742310e-01	non-hodgkins_lymphoma	1429
cancer1053	vanilla_PRS_1e-4	bin	PRS	5.305150e-01	non-hodgkins_lymphoma	1429
cancer1053	vanilla_PRS_1e-4	bin	PRS_and_covars	6.747827e-01	non-hodgkins_lymphoma	1429
cancer1053	vanilla_PRS_1e-5	bin	covars	6.742310e-01	non-hodgkins_lymphoma	1429
cancer1053	vanilla_PRS_1e-5	bin	PRS	5.300044e-01	non-hodgkins_lymphoma	1429
cancer1053	vanilla_PRS_1e-5	bin	PRS_and_covars	6.743443e-01	non-hodgkins_lymphoma	1429
cancer1055	vanilla_PRS_1e-3	bin	covars	6.979165e-01	chronic_lymphocytic	596
cancer1055	vanilla_PRS_1e-3	bin	PRS	5.285721e-01	chronic_lymphocytic	596
cancer1055	vanilla_PRS_1e-3	bin	PRS_and_covars	6.977026e-01	chronic_lymphocytic	596
cancer1055	vanilla_PRS_1e-4	bin	covars	6.979165e-01	chronic_lymphocytic	596
cancer1055	vanilla_PRS_1e-4	bin	PRS	5.322364e-01	chronic_lymphocytic	596
cancer1055	vanilla_PRS_1e-4	bin	PRS_and_covars	6.976820e-01	chronic_lymphocytic	596
cancer1055	vanilla_PRS_1e-5	bin	covars	6.979165e-01	chronic_lymphocytic	596
cancer1055	vanilla_PRS_1e-5	bin	PRS	5.637637e-01	chronic_lymphocytic	596
cancer1055	vanilla_PRS_1e-5	bin	PRS_and_covars	6.986419e-01	chronic_lymphocytic	596
cancer1056	vanilla_PRS_1e-3	bin	covars	5.998218e-01	chronic_myeloid	413
cancer1056	vanilla_PRS_1e-3	bin	PRS	5.166015e-01	chronic_myeloid	413
cancer1056	vanilla_PRS_1e-3	bin	PRS_and_covars	5.996454e-01	chronic_myeloid	413
cancer1056	vanilla_PRS_1e-4	bin	covars	5.998218e-01	chronic_myeloid	413
cancer1056	vanilla_PRS_1e-4	bin	PRS	5.211118e-01	chronic_myeloid	413
cancer1056	vanilla_PRS_1e-4	bin	PRS_and_covars	6.001873e-01	chronic_myeloid	413
cancer1056	vanilla_PRS_1e-5	bin	covars	5.998218e-01	chronic_myeloid	413
cancer1056	vanilla_PRS_1e-5	bin	PRS	5.090553e-01	chronic_myeloid	413
cancer1056	vanilla_PRS_1e-5	bin	PRS_and_covars	6.003148e-01	chronic_myeloid	413
cancer1059	vanilla_PRS_1e-3	bin	covars	6.059452e-01	malignant_melanoma	4099
cancer1059	vanilla_PRS_1e-3	bin	PRS	5.437842e-01	malignant_melanoma	4099
cancer1059	vanilla_PRS_1e-3	bin	PRS_and_covars	6.067727e-01	malignant_melanoma	4099
cancer1059	vanilla_PRS_1e-4	bin	covars	6.059452e-01	malignant_melanoma	4099
cancer1059	vanilla_PRS_1e-4	bin	PRS	5.531747e-01	malignant_melanoma	4099
cancer1059	vanilla_PRS_1e-4	bin	PRS_and_covars	6.109146e-01	malignant_melanoma	4099
cancer1059	vanilla_PRS_1e-5	bin	covars	6.059452e-01	malignant_melanoma	4099
cancer1059	vanilla_PRS_1e-5	bin	PRS	5.665012e-01	malignant_melanoma	4099
cancer1059	vanilla_PRS_1e-5	bin	PRS_and_covars	6.219040e-01	malignant_melanoma	4099
cancer1060	vanilla_PRS_1e-3	bin	covars	6.681120e-01	non-melanoma_skin_cancer	16791
cancer1060	vanilla_PRS_1e-3	bin	PRS	5.235534e-01	non-melanoma_skin_cancer	16791
cancer1060	vanilla_PRS_1e-3	bin	PRS_and_covars	6.683053e-01	non-melanoma_skin_cancer	16791
cancer1060	vanilla_PRS_1e-4	bin	covars	6.681120e-01	non-melanoma_skin_cancer	16791
cancer1060	vanilla_PRS_1e-4	bin	PRS	5.287930e-01	non-melanoma_skin_cancer	16791
cancer1060	vanilla_PRS_1e-4	bin	PRS_and_covars	6.697051e-01	non-melanoma_skin_cancer	16791
cancer1060	vanilla_PRS_1e-5	bin	covars	6.681120e-01	non-melanoma_skin_cancer	16791
cancer1060	vanilla_PRS_1e-5	bin	PRS	5.354148e-01	non-melanoma_skin_cancer	16791
cancer1060	vanilla_PRS_1e-5	bin	PRS_and_covars	6.696285e-01	non-melanoma_skin_cancer	16791
cancer1063	vanilla_PRS_1e-3	bin	covars	6.889801e-01	primary_bone_cancer	208
cancer1063	vanilla_PRS_1e-3	bin	PRS	5.278486e-01	primary_bone_cancer	208
cancer1063	vanilla_PRS_1e-3	bin	PRS_and_covars	6.889819e-01	primary_bone_cancer	208
cancer1063	vanilla_PRS_1e-4	bin	covars	6.889801e-01	primary_bone_cancer	208
cancer1063	vanilla_PRS_1e-4	bin	PRS	5.254553e-01	primary_bone_cancer	208
cancer1063	vanilla_PRS_1e-4	bin	PRS_and_covars	6.889493e-01	primary_bone_cancer	208
cancer1063	vanilla_PRS_1e-5	bin	covars	6.889801e-01	primary_bone_cancer	208
cancer1063	vanilla_PRS_1e-5	bin	PRS	5.065970e-01	primary_bone_cancer	208
cancer1063	vanilla_PRS_1e-5	bin	PRS_and_covars	6.893944e-01	primary_bone_cancer	208
cancer1064	vanilla_PRS_1e-3	bin	covars	8.557532e-01	mesothelioma	181
cancer1064	vanilla_PRS_1e-3	bin	PRS	5.121619e-01	mesothelioma	181
cancer1064	vanilla_PRS_1e-3	bin	PRS_and_covars	8.560845e-01	mesothelioma	181
cancer1064	vanilla_PRS_1e-4	bin	covars	8.557532e-01	mesothelioma	181
cancer1064	vanilla_PRS_1e-4	bin	PRS	5.431779e-01	mesothelioma	181
cancer1064	vanilla_PRS_1e-4	bin	PRS_and_covars	8.564546e-01	mesothelioma	181
cancer1064	vanilla_PRS_1e-5	bin	covars	8.557532e-01	mesothelioma	181
cancer1064	vanilla_PRS_1e-5	bin	PRS	5.490330e-01	mesothelioma	181
cancer1064	vanilla_PRS_1e-5	bin	PRS_and_covars	8.567662e-01	mesothelioma	181
cancer1065	vanilla_PRS_1e-3	bin	covars	6.695927e-01	thyroid_cancer	513
cancer1065	vanilla_PRS_1e-3	bin	PRS	5.481933e-01	thyroid_cancer	513
cancer1065	vanilla_PRS_1e-3	bin	PRS_and_covars	6.698073e-01	thyroid_cancer	513
cancer1065	vanilla_PRS_1e-4	bin	covars	6.695927e-01	thyroid_cancer	513
cancer1065	vanilla_PRS_1e-4	bin	PRS	5.304214e-01	thyroid_cancer	513
cancer1065	vanilla_PRS_1e-4	bin	PRS_and_covars	6.702417e-01	thyroid_cancer	513
cancer1065	vanilla_PRS_1e-5	bin	covars	6.695927e-01	thyroid_cancer	513
cancer1065	vanilla_PRS_1e-5	bin	PRS	5.634138e-01	thyroid_cancer	513
cancer1065	vanilla_PRS_1e-5	bin	PRS_and_covars	6.741948e-01	thyroid_cancer	513
cancer1066	vanilla_PRS_1e-3	bin	covars	8.723085e-01	parathyroid_cancer	24
cancer1066	vanilla_PRS_1e-3	bin	PRS	5.775054e-01	parathyroid_cancer	24
cancer1066	vanilla_PRS_1e-3	bin	PRS_and_covars	8.723233e-01	parathyroid_cancer	24
cancer1066	vanilla_PRS_1e-4	bin	covars	8.723085e-01	parathyroid_cancer	24
cancer1066	vanilla_PRS_1e-4	bin	PRS	5.466475e-01	parathyroid_cancer	24
cancer1066	vanilla_PRS_1e-4	bin	PRS_and_covars	8.723011e-01	parathyroid_cancer	24
cancer1066	vanilla_PRS_1e-5	bin	covars	8.723085e-01	parathyroid_cancer	24
cancer1066	vanilla_PRS_1e-5	bin	PRS	5.581754e-01	parathyroid_cancer	24
cancer1066	vanilla_PRS_1e-5	bin	PRS_and_covars	8.722566e-01	parathyroid_cancer	24
cancer1067	vanilla_PRS_1e-3	bin	covars	7.004616e-01	adrenal_cancer	55
cancer1067	vanilla_PRS_1e-3	bin	PRS	5.454539e-01	adrenal_cancer	55
cancer1067	vanilla_PRS_1e-3	bin	PRS_and_covars	7.004643e-01	adrenal_cancer	55
cancer1067	vanilla_PRS_1e-4	bin	covars	7.004616e-01	adrenal_cancer	55
cancer1067	vanilla_PRS_1e-4	bin	PRS	5.145509e-01	adrenal_cancer	55
cancer1067	vanilla_PRS_1e-4	bin	PRS_and_covars	7.004738e-01	adrenal_cancer	55
cancer1067	vanilla_PRS_1e-5	bin	covars	7.004616e-01	adrenal_cancer	55
cancer1067	vanilla_PRS_1e-5	bin	PRS	5.175999e-01	adrenal_cancer	55
cancer1067	vanilla_PRS_1e-5	bin	PRS_and_covars	7.006099e-01	adrenal_cancer	55
cancer1068	vanilla_PRS_1e-3	bin	covars	5.526917e-01	sarcoma/fibrosarcoma	236
cancer1068	vanilla_PRS_1e-3	bin	PRS	5.612850e-01	sarcoma/fibrosarcoma	236
cancer1068	vanilla_PRS_1e-3	bin	PRS_and_covars	5.533598e-01	sarcoma/fibrosarcoma	236
cancer1068	vanilla_PRS_1e-4	bin	covars	5.526917e-01	sarcoma/fibrosarcoma	236
cancer1068	vanilla_PRS_1e-4	bin	PRS	5.595272e-01	sarcoma/fibrosarcoma	236
cancer1068	vanilla_PRS_1e-4	bin	PRS_and_covars	5.593268e-01	sarcoma/fibrosarcoma	236
cancer1068	vanilla_PRS_1e-5	bin	covars	5.526917e-01	sarcoma/fibrosarcoma	236
cancer1068	vanilla_PRS_1e-5	bin	PRS	5.163197e-01	sarcoma/fibrosarcoma	236
cancer1068	vanilla_PRS_1e-5	bin	PRS_and_covars	5.569895e-01	sarcoma/fibrosarcoma	236
cancer1074	vanilla_PRS_1e-3	bin	covars	6.441137e-01	acute_myeloid_leukaemia	288
cancer1074	vanilla_PRS_1e-3	bin	PRS	5.163851e-01	acute_myeloid_leukaemia	288
cancer1074	vanilla_PRS_1e-3	bin	PRS_and_covars	6.441269e-01	acute_myeloid_leukaemia	288
cancer1074	vanilla_PRS_1e-4	bin	covars	6.441137e-01	acute_myeloid_leukaemia	288
cancer1074	vanilla_PRS_1e-4	bin	PRS	5.153702e-01	acute_myeloid_leukaemia	288
cancer1074	vanilla_PRS_1e-4	bin	PRS_and_covars	6.443308e-01	acute_myeloid_leukaemia	288
cancer1074	vanilla_PRS_1e-5	bin	covars	6.441137e-01	acute_myeloid_leukaemia	288
cancer1074	vanilla_PRS_1e-5	bin	PRS	5.448743e-01	acute_myeloid_leukaemia	288
cancer1074	vanilla_PRS_1e-5	bin	PRS_and_covars	6.464884e-01	acute_myeloid_leukaemia	288
cancer1075	vanilla_PRS_1e-5	bin	covars	9.404704e-01	retinoblastoma	12
cancer1075	vanilla_PRS_1e-5	bin	PRS	7.775072e-01	retinoblastoma	12
cancer1075	vanilla_PRS_1e-5	bin	PRS_and_covars	9.400626e-01	retinoblastoma	12
cancer1076	vanilla_PRS_1e-5	bin	covars	9.926005e-01	kaposis_sarcoma	10
cancer1076	vanilla_PRS_1e-5	bin	PRS	5.832036e-01	kaposis_sarcoma	10
cancer1076	vanilla_PRS_1e-5	bin	PRS_and_covars	9.927784e-01	kaposis_sarcoma	10
cancer1077	vanilla_PRS_1e-3	bin	covars	6.288979e-01	mouth_cancer	197
cancer1077	vanilla_PRS_1e-3	bin	PRS	5.333811e-01	mouth_cancer	197
cancer1077	vanilla_PRS_1e-3	bin	PRS_and_covars	6.288975e-01	mouth_cancer	197
cancer1077	vanilla_PRS_1e-4	bin	covars	6.288979e-01	mouth_cancer	197
cancer1077	vanilla_PRS_1e-4	bin	PRS	5.479031e-01	mouth_cancer	197
cancer1077	vanilla_PRS_1e-4	bin	PRS_and_covars	6.323305e-01	mouth_cancer	197
cancer1077	vanilla_PRS_1e-5	bin	covars	6.288979e-01	mouth_cancer	197
cancer1077	vanilla_PRS_1e-5	bin	PRS	5.013918e-01	mouth_cancer	197
cancer1077	vanilla_PRS_1e-5	bin	PRS_and_covars	6.296329e-01	mouth_cancer	197
cancer1079	vanilla_PRS_1e-3	bin	covars	7.200757e-01	oropharynx_/_oropharyngeal_cancer	79
cancer1079	vanilla_PRS_1e-3	bin	PRS	6.077595e-01	oropharynx_/_oropharyngeal_cancer	79
cancer1079	vanilla_PRS_1e-3	bin	PRS_and_covars	7.214146e-01	oropharynx_/_oropharyngeal_cancer	79
cancer1079	vanilla_PRS_1e-4	bin	covars	7.200757e-01	oropharynx_/_oropharyngeal_cancer	79
cancer1079	vanilla_PRS_1e-4	bin	PRS	5.619279e-01	oropharynx_/_oropharyngeal_cancer	79
cancer1079	vanilla_PRS_1e-4	bin	PRS_and_covars	7.343824e-01	oropharynx_/_oropharyngeal_cancer	79
cancer1079	vanilla_PRS_1e-5	bin	covars	7.200757e-01	oropharynx_/_oropharyngeal_cancer	79
cancer1079	vanilla_PRS_1e-5	bin	PRS	5.887655e-01	oropharynx_/_oropharyngeal_cancer	79
cancer1079	vanilla_PRS_1e-5	bin	PRS_and_covars	7.211802e-01	oropharynx_/_oropharyngeal_cancer	79
cancer1080	vanilla_PRS_1e-4	bin	covars	7.719220e-01	trachea_cancer	15
cancer1080	vanilla_PRS_1e-4	bin	PRS	5.458163e-01	trachea_cancer	15
cancer1080	vanilla_PRS_1e-4	bin	PRS_and_covars	7.718479e-01	trachea_cancer	15
cancer1080	vanilla_PRS_1e-5	bin	covars	7.719220e-01	trachea_cancer	15
cancer1080	vanilla_PRS_1e-5	bin	PRS	8.846264e-01	trachea_cancer	15
cancer1080	vanilla_PRS_1e-5	bin	PRS_and_covars	7.722927e-01	trachea_cancer	15
cancer1081	vanilla_PRS_1e-3	bin	covars	8.547409e-01	thymus_cancer_/_malignant_thymoma	26
cancer1081	vanilla_PRS_1e-3	bin	PRS	5.670522e-01	thymus_cancer_/_malignant_thymoma	26
cancer1081	vanilla_PRS_1e-3	bin	PRS_and_covars	8.548032e-01	thymus_cancer_/_malignant_thymoma	26
cancer1081	vanilla_PRS_1e-4	bin	covars	8.547409e-01	thymus_cancer_/_malignant_thymoma	26
cancer1081	vanilla_PRS_1e-4	bin	PRS	5.997865e-01	thymus_cancer_/_malignant_thymoma	26
cancer1081	vanilla_PRS_1e-4	bin	PRS_and_covars	8.483554e-01	thymus_cancer_/_malignant_thymoma	26
cancer1081	vanilla_PRS_1e-5	bin	covars	8.547409e-01	thymus_cancer_/_malignant_thymoma	26
cancer1081	vanilla_PRS_1e-5	bin	PRS	5.893081e-01	thymus_cancer_/_malignant_thymoma	26
cancer1081	vanilla_PRS_1e-5	bin	PRS_and_covars	8.609603e-01	thymus_cancer_/_malignant_thymoma	26
cancer1082	vanilla_PRS_1e-3	bin	covars	8.430749e-01	heart_/_mediastinum_cancer	51
cancer1082	vanilla_PRS_1e-3	bin	PRS	6.672604e-01	heart_/_mediastinum_cancer	51
cancer1082	vanilla_PRS_1e-3	bin	PRS_and_covars	8.444823e-01	heart_/_mediastinum_cancer	51
cancer1082	vanilla_PRS_1e-4	bin	covars	8.430749e-01	heart_/_mediastinum_cancer	51
cancer1082	vanilla_PRS_1e-4	bin	PRS	6.422407e-01	heart_/_mediastinum_cancer	51
cancer1082	vanilla_PRS_1e-4	bin	PRS_and_covars	8.469917e-01	heart_/_mediastinum_cancer	51
cancer1082	vanilla_PRS_1e-5	bin	covars	8.430749e-01	heart_/_mediastinum_cancer	51
cancer1082	vanilla_PRS_1e-5	bin	PRS	5.086751e-01	heart_/_mediastinum_cancer	51
cancer1082	vanilla_PRS_1e-5	bin	PRS_and_covars	8.427324e-01	heart_/_mediastinum_cancer	51
cancer1084	vanilla_PRS_1e-3	bin	covars	6.904843e-01	respiratory_/_intrathoracic_cancer	2392
cancer1084	vanilla_PRS_1e-3	bin	PRS	5.002227e-01	respiratory_/_intrathoracic_cancer	2392
cancer1084	vanilla_PRS_1e-3	bin	PRS_and_covars	6.904708e-01	respiratory_/_intrathoracic_cancer	2392
cancer1084	vanilla_PRS_1e-4	bin	covars	6.904843e-01	respiratory_/_intrathoracic_cancer	2392
cancer1084	vanilla_PRS_1e-4	bin	PRS	5.247704e-01	respiratory_/_intrathoracic_cancer	2392
cancer1084	vanilla_PRS_1e-4	bin	PRS_and_covars	6.907894e-01	respiratory_/_intrathoracic_cancer	2392
cancer1084	vanilla_PRS_1e-5	bin	covars	6.904843e-01	respiratory_/_intrathoracic_cancer	2392
cancer1084	vanilla_PRS_1e-5	bin	PRS	5.011086e-01	respiratory_/_intrathoracic_cancer	2392
cancer1084	vanilla_PRS_1e-5	bin	PRS_and_covars	6.907589e-01	respiratory_/_intrathoracic_cancer	2392
cancer1085	vanilla_PRS_1e-3	bin	covars	6.666151e-01	bone_metastases_/_bony_secondaries	1780
cancer1085	vanilla_PRS_1e-3	bin	PRS	5.027367e-01	bone_metastases_/_bony_secondaries	1780
cancer1085	vanilla_PRS_1e-3	bin	PRS_and_covars	6.666698e-01	bone_metastases_/_bony_secondaries	1780
cancer1085	vanilla_PRS_1e-4	bin	covars	6.666151e-01	bone_metastases_/_bony_secondaries	1780
cancer1085	vanilla_PRS_1e-4	bin	PRS	5.095811e-01	bone_metastases_/_bony_secondaries	1780
cancer1085	vanilla_PRS_1e-4	bin	PRS_and_covars	6.666177e-01	bone_metastases_/_bony_secondaries	1780
cancer1085	vanilla_PRS_1e-5	bin	covars	6.666151e-01	bone_metastases_/_bony_secondaries	1780
cancer1085	vanilla_PRS_1e-5	bin	PRS	5.239143e-01	bone_metastases_/_bony_secondaries	1780
cancer1085	vanilla_PRS_1e-5	bin	PRS_and_covars	6.666201e-01	bone_metastases_/_bony_secondaries	1780
cancer1086	vanilla_PRS_1e-3	bin	covars	6.255304e-01	appendix_cancer	99
cancer1086	vanilla_PRS_1e-3	bin	PRS	5.467887e-01	appendix_cancer	99
cancer1086	vanilla_PRS_1e-3	bin	PRS_and_covars	6.255311e-01	appendix_cancer	99
cancer1086	vanilla_PRS_1e-4	bin	covars	6.255304e-01	appendix_cancer	99
cancer1086	vanilla_PRS_1e-4	bin	PRS	5.262787e-01	appendix_cancer	99
cancer1086	vanilla_PRS_1e-4	bin	PRS_and_covars	6.257388e-01	appendix_cancer	99
cancer1086	vanilla_PRS_1e-5	bin	covars	6.255304e-01	appendix_cancer	99
