#Population	GBE_ID	PRS_model	phe_type	features	R_or_AUC
e_asian	Vitamin_D_adjstatins	snpnet	qt	Covariates_only	2.446343e-01
e_asian	Vitamin_D_adjstatins	snpnet	qt	Genotype_and_covariates	2.701504e-01
e_asian	Vitamin_D_adjstatins	snpnet	qt	Genotype_only	1.049036e-01
e_asian	eGFR_adjstatins	snpnet	qt	Covariates_only	5.206034e-01
e_asian	eGFR_adjstatins	snpnet	qt	Genotype_and_covariates	5.326602e-01
e_asian	eGFR_adjstatins	snpnet	qt	Genotype_only	1.796408e-01
non_british_white	Alanine_aminotransferase	snpnet	qt	Covariates_only	3.013000e-01
non_british_white	Alanine_aminotransferase	snpnet	qt	Genotype_and_covariates	3.372037e-01
non_british_white	Alanine_aminotransferase	snpnet	qt	Genotype_only	1.488828e-01
non_british_white	Alanine_aminotransferase_adjstatins	snpnet	qt	Covariates_only	2.975355e-01
non_british_white	Alanine_aminotransferase_adjstatins	snpnet	qt	Genotype_and_covariates	3.321329e-01
non_british_white	Alanine_aminotransferase_adjstatins	snpnet	qt	Genotype_only	1.455284e-01
non_british_white	Albumin	snpnet	qt	Covariates_only	2.549105e-01
non_british_white	Albumin	snpnet	qt	Genotype_and_covariates	3.486237e-01
non_british_white	Albumin	snpnet	qt	Genotype_only	2.418817e-01
non_british_white	Albumin_adjstatins	snpnet	qt	Covariates_only	2.753425e-01
non_british_white	Albumin_adjstatins	snpnet	qt	Genotype_and_covariates	3.615223e-01
non_british_white	Albumin_adjstatins	snpnet	qt	Genotype_only	2.385672e-01
non_british_white	Alkaline_phosphatase	snpnet	qt	Covariates_only	2.734725e-01
non_british_white	Alkaline_phosphatase	snpnet	qt	Genotype_and_covariates	4.523634e-01
non_british_white	Alkaline_phosphatase	snpnet	qt	Genotype_only	3.654183e-01
non_british_white	Apolipoprotein_A	snpnet	qt	Covariates_only	4.281869e-01
non_british_white	Apolipoprotein_A	snpnet	qt	Genotype_and_covariates	5.488914e-01
non_british_white	Apolipoprotein_A	snpnet	qt	Genotype_only	3.448339e-01
non_british_white	Apolipoprotein_A_adjstatins	snpnet	qt	Covariates_only	4.289776e-01
non_british_white	Apolipoprotein_A_adjstatins	snpnet	qt	Genotype_and_covariates	5.479187e-01
non_british_white	Apolipoprotein_A_adjstatins	snpnet	qt	Genotype_only	3.430232e-01
non_british_white	Apolipoprotein_B	snpnet	qt	Covariates_only	2.001417e-01
non_british_white	Apolipoprotein_B	snpnet	qt	Genotype_and_covariates	4.155220e-01
non_british_white	Apolipoprotein_B	snpnet	qt	Genotype_only	3.636795e-01
non_british_white	Apolipoprotein_B_adjstatins	snpnet	qt	Covariates_only	7.490207e-02
non_british_white	Apolipoprotein_B_adjstatins	snpnet	qt	Genotype_and_covariates	1.780246e-01
non_british_white	Apolipoprotein_B_adjstatins	snpnet	qt	Genotype_only	1.623094e-01
non_british_white	Aspartate_aminotransferase	snpnet	qt	Covariates_only	2.093088e-01
non_british_white	Aspartate_aminotransferase	snpnet	qt	Genotype_and_covariates	2.513387e-01
non_british_white	Aspartate_aminotransferase	snpnet	qt	Genotype_only	1.358183e-01
non_british_white	Aspartate_aminotransferase_adjstatins	snpnet	qt	Covariates_only	2.012201e-01
non_british_white	Aspartate_aminotransferase_adjstatins	snpnet	qt	Genotype_and_covariates	2.446260e-01
non_british_white	Aspartate_aminotransferase_adjstatins	snpnet	qt	Genotype_only	1.362915e-01
non_british_white	Calcium	snpnet	qt	Covariates_only	2.085531e-01
non_british_white	Calcium	snpnet	qt	Genotype_and_covariates	3.172890e-01
non_british_white	Calcium	snpnet	qt	Genotype_only	2.371892e-01
non_british_white	Calcium_adjstatins	snpnet	qt	Covariates_only	2.143154e-01
non_british_white	Calcium_adjstatins	snpnet	qt	Genotype_and_covariates	3.178142e-01
non_british_white	Calcium_adjstatins	snpnet	qt	Genotype_only	2.332156e-01
non_british_white	Cholesterol	snpnet	qt	Covariates_only	2.749075e-01
non_british_white	Cholesterol	snpnet	qt	Genotype_and_covariates	4.059039e-01
non_british_white	Cholesterol	snpnet	qt	Genotype_only	3.030378e-01
non_british_white	Cholesterol_adjstatins	snpnet	qt	Covariates_only	2.956529e-01
non_british_white	Cholesterol_adjstatins	snpnet	qt	Genotype_and_covariates	4.882724e-01
non_british_white	Cholesterol_adjstatins	snpnet	qt	Genotype_only	3.895494e-01
non_british_white	Creatinine	snpnet	qt	Covariates_only	4.809571e-01
non_british_white	Creatinine	snpnet	qt	Genotype_and_covariates	5.099176e-01
non_british_white	Creatinine	snpnet	qt	Genotype_only	1.711770e-01
non_british_white	Creatinine_adjstatins	snpnet	qt	Covariates_only	4.723990e-01
non_british_white	Creatinine_adjstatins	snpnet	qt	Genotype_and_covariates	5.025638e-01
non_british_white	Creatinine_adjstatins	snpnet	qt	Genotype_only	1.739789e-01
non_british_white	Creatinine_in_urine	snpnet	qt	Covariates_only	3.700444e-01
non_british_white	Creatinine_in_urine	snpnet	qt	Genotype_and_covariates	3.743884e-01
non_british_white	Creatinine_in_urine	snpnet	qt	Genotype_only	6.045700e-02
non_british_white	Cystatin_C	snpnet	qt	Covariates_only	3.702553e-01
non_british_white	Cystatin_C	snpnet	qt	Genotype_and_covariates	4.558948e-01
non_british_white	Cystatin_C	snpnet	qt	Genotype_only	2.674358e-01
non_british_white	Cystatin_C_adjstatins	snpnet	qt	Covariates_only	3.569151e-01
non_british_white	Cystatin_C_adjstatins	snpnet	qt	Genotype_and_covariates	4.468511e-01
non_british_white	Cystatin_C_adjstatins	snpnet	qt	Genotype_only	2.702431e-01
non_british_white	C_reactive_protein	snpnet	qt	Covariates_only	1.122020e-01
non_british_white	C_reactive_protein	snpnet	qt	Genotype_and_covariates	1.811040e-01
non_british_white	C_reactive_protein	snpnet	qt	Genotype_only	1.449796e-01
non_british_white	C_reactive_protein_adjstatins	snpnet	qt	Covariates_only	1.019887e-01
non_british_white	C_reactive_protein_adjstatins	snpnet	qt	Genotype_and_covariates	1.742263e-01
non_british_white	C_reactive_protein_adjstatins	snpnet	qt	Genotype_only	1.444725e-01
non_british_white	Direct_bilirubin	snpnet	qt	Covariates_only	2.396594e-01
non_british_white	Direct_bilirubin	snpnet	qt	Genotype_and_covariates	5.315124e-01
non_british_white	Direct_bilirubin	snpnet	qt	Genotype_only	4.626081e-01
non_british_white	Direct_bilirubin_adjstatins	snpnet	qt	Covariates_only	2.354387e-01
non_british_white	Direct_bilirubin_adjstatins	snpnet	qt	Genotype_and_covariates	5.383595e-01
non_british_white	Direct_bilirubin_adjstatins	snpnet	qt	Genotype_only	4.724543e-01
non_british_white	Fasting_glucose	snpnet	qt	Covariates_only	4.612851e-01
non_british_white	Fasting_glucose	snpnet	qt	Genotype_and_covariates	4.569384e-01
non_british_white	Fasting_glucose	snpnet	qt	Genotype_only	3.133321e-03
non_british_white	Gamma_glutamyltransferase_adjstatins	snpnet	qt	Covariates_only	2.268806e-01
non_british_white	Gamma_glutamyltransferase_adjstatins	snpnet	qt	Genotype_and_covariates	2.802055e-01
non_british_white	Gamma_glutamyltransferase_adjstatins	snpnet	qt	Genotype_only	1.617512e-01
non_british_white	Glucose	snpnet	qt	Covariates_only	1.354539e-01
non_british_white	Glucose	snpnet	qt	Genotype_and_covariates	1.680815e-01
non_british_white	Glucose	snpnet	qt	Genotype_only	1.045032e-01
non_british_white	Glycated_haemoglobin_HbA1c	snpnet	qt	Covariates_only	2.369611e-01
non_british_white	Glycated_haemoglobin_HbA1c	snpnet	qt	Genotype_and_covariates	3.298242e-01
non_british_white	Glycated_haemoglobin_HbA1c	snpnet	qt	Genotype_only	2.240675e-01
non_british_white	Glycated_haemoglobin_HbA1c_adjstatins	snpnet	qt	Covariates_only	2.178336e-01
non_british_white	Glycated_haemoglobin_HbA1c_adjstatins	snpnet	qt	Genotype_and_covariates	3.192248e-01
non_british_white	Glycated_haemoglobin_HbA1c_adjstatins	snpnet	qt	Genotype_only	2.288453e-01
non_british_white	HDL_cholesterol	snpnet	qt	Covariates_only	4.454943e-01
non_british_white	HDL_cholesterol	snpnet	qt	Genotype_and_covariates	5.780567e-01
non_british_white	HDL_cholesterol	snpnet	qt	Genotype_only	3.703085e-01
non_british_white	HDL_cholesterol_adjstatins	snpnet	qt	Covariates_only	6.659270e-02
non_british_white	HDL_cholesterol_adjstatins	snpnet	qt	Genotype_and_covariates	7.670291e-02
non_british_white	HDL_cholesterol_adjstatins	snpnet	qt	Genotype_only	4.068612e-02
non_british_white	IGF_1	snpnet	qt	Covariates_only	3.229864e-01
non_british_white	IGF_1	snpnet	qt	Genotype_and_covariates	4.633736e-01
non_british_white	IGF_1	snpnet	qt	Genotype_only	3.353989e-01
non_british_white	IGF_1_adjstatins	snpnet	qt	Covariates_only	3.230545e-01
non_british_white	IGF_1_adjstatins	snpnet	qt	Genotype_and_covariates	4.634215e-01
non_british_white	IGF_1_adjstatins	snpnet	qt	Genotype_only	3.354186e-01
non_british_white	LDL_direct	snpnet	qt	Covariates_only	2.217120e-01
non_british_white	LDL_direct	snpnet	qt	Genotype_and_covariates	3.849586e-01
non_british_white	LDL_direct	snpnet	qt	Genotype_only	3.171528e-01
non_british_white	LDL_direct_adjstatins	snpnet	qt	Covariates_only	2.605621e-01
non_british_white	LDL_direct_adjstatins	snpnet	qt	Genotype_and_covariates	4.897898e-01
non_british_white	LDL_direct_adjstatins	snpnet	qt	Genotype_only	4.124374e-01
non_british_white	Lipoprotein_A_adjstatins	snpnet	qt	Covariates_only	1.556145e-02
non_british_white	Lipoprotein_A_adjstatins	snpnet	qt	Genotype_and_covariates	7.235626e-01
non_british_white	Lipoprotein_A_adjstatins	snpnet	qt	Genotype_only	7.222418e-01
non_british_white	MicroalbuminNormal	snpnet	bin	Covariates_only	6.121317e-01
non_british_white	MicroalbuminNormal	snpnet	bin	Genotype_and_covariates	6.217928e-01
non_british_white	MicroalbuminNormal	snpnet	bin	Genotype_only	5.436657e-01
non_british_white	Non_albumin_protein	snpnet	qt	Covariates_only	2.006797e-01
non_british_white	Non_albumin_protein	snpnet	qt	Genotype_and_covariates	1.830745e-01
non_british_white	Non_albumin_protein	snpnet	qt	Genotype_only	9.816257e-02
non_british_white	Non_albumin_protein_adjstatins	snpnet	qt	Covariates_only	9.455342e-02
non_british_white	Non_albumin_protein_adjstatins	snpnet	qt	Genotype_and_covariates	3.236137e-01
non_british_white	Non_albumin_protein_adjstatins	snpnet	qt	Genotype_only	3.099366e-01
non_british_white	OestradiolNormal	snpnet	bin	Covariates_only	8.683962e-01
non_british_white	OestradiolNormal	snpnet	bin	Genotype_and_covariates	8.699385e-01
non_british_white	OestradiolNormal	snpnet	bin	Genotype_only	5.206310e-01
non_british_white	Phosphate	snpnet	qt	Covariates_only	3.893679e-01
non_british_white	Phosphate	snpnet	qt	Genotype_and_covariates	4.519840e-01
non_british_white	Phosphate	snpnet	qt	Genotype_only	2.302536e-01
non_british_white	Phosphate_adjstatins	snpnet	qt	Covariates_only	3.956788e-01
non_british_white	Phosphate_adjstatins	snpnet	qt	Genotype_and_covariates	4.558173e-01
non_british_white	Phosphate_adjstatins	snpnet	qt	Genotype_only	2.238145e-01
non_british_white	Potassium_in_urine	snpnet	qt	Covariates_only	1.912291e-01
non_british_white	Potassium_in_urine	snpnet	qt	Genotype_and_covariates	1.910028e-01
non_british_white	Potassium_in_urine	snpnet	qt	Genotype_only	2.647394e-02
non_british_white	RheumatoidFactorNormal	snpnet	bin	Covariates_only	5.531224e-01
non_british_white	RheumatoidFactorNormal	snpnet	bin	Genotype_and_covariates	5.888938e-01
non_british_white	RheumatoidFactorNormal	snpnet	bin	Genotype_only	5.839826e-01
non_british_white	SHBG	snpnet	qt	Covariates_only	4.477090e-01
non_british_white	SHBG	snpnet	qt	Genotype_and_covariates	5.328708e-01
non_british_white	SHBG	snpnet	qt	Genotype_only	2.908013e-01
non_british_white	SHBG_adjstatins	snpnet	qt	Covariates_only	4.508353e-01
non_british_white	SHBG_adjstatins	snpnet	qt	Genotype_and_covariates	5.336597e-01
non_british_white	SHBG_adjstatins	snpnet	qt	Genotype_only	2.897916e-01
non_british_white	Sodium_in_urine	snpnet	qt	Covariates_only	2.956403e-01
non_british_white	Sodium_in_urine	snpnet	qt	Genotype_and_covariates	3.062693e-01
non_british_white	Sodium_in_urine	snpnet	qt	Genotype_only	8.037451e-02
non_british_white	Testosterone	snpnet	qt	Covariates_only	9.068068e-01
non_british_white	Testosterone	snpnet	qt	Genotype_and_covariates	9.114349e-01
non_british_white	Testosterone	snpnet	qt	Genotype_only	8.464960e-02
non_british_white	Testosterone_adjstatins	snpnet	qt	Covariates_only	9.055863e-01
non_british_white	Testosterone_adjstatins	snpnet	qt	Genotype_and_covariates	9.102155e-01
non_british_white	Testosterone_adjstatins	snpnet	qt	Genotype_only	8.457688e-02
non_british_white	Total_protein	snpnet	qt	Covariates_only	1.453885e-01
non_british_white	Total_protein	snpnet	qt	Genotype_and_covariates	3.041949e-01
non_british_white	Total_protein	snpnet	qt	Genotype_only	2.708866e-01
non_british_white	Total_protein_adjstatins	snpnet	qt	Covariates_only	3.440513e-01
non_british_white	Total_protein_adjstatins	snpnet	qt	Genotype_and_covariates	2.510608e-01
non_british_white	Total_protein_adjstatins	snpnet	qt	Genotype_only	3.596415e-02
non_british_white	Triglycerides	snpnet	qt	Covariates_only	3.009994e-01
non_british_white	Triglycerides	snpnet	qt	Genotype_and_covariates	4.209575e-01
non_british_white	Triglycerides	snpnet	qt	Genotype_only	2.924767e-01
non_british_white	Triglycerides_adjstatins	snpnet	qt	Covariates_only	2.825593e-01
non_british_white	Triglycerides_adjstatins	snpnet	qt	Genotype_and_covariates	3.963792e-01
non_british_white	Triglycerides_adjstatins	snpnet	qt	Genotype_only	2.761447e-01
non_british_white	UACRNormal	snpnet	bin	Covariates_only	6.044389e-01
non_british_white	UACRNormal	snpnet	bin	Genotype_and_covariates	6.090636e-01
non_british_white	UACRNormal	snpnet	bin	Genotype_only	5.376800e-01
non_british_white	Urate	snpnet	qt	Covariates_only	5.609210e-01
non_british_white	Urate	snpnet	qt	Genotype_and_covariates	6.306971e-01
non_british_white	Urate	snpnet	qt	Genotype_only	2.905545e-01
non_british_white	Urea	snpnet	qt	Covariates_only	3.141287e-01
non_british_white	Urea	snpnet	qt	Genotype_and_covariates	3.594942e-01
non_british_white	Urea	snpnet	qt	Genotype_only	1.740565e-01
non_british_white	Urea_adjstatins	snpnet	qt	Covariates_only	2.812330e-01
non_british_white	Urea_adjstatins	snpnet	qt	Genotype_and_covariates	3.283472e-01
non_british_white	Urea_adjstatins	snpnet	qt	Genotype_only	1.692779e-01
non_british_white	Vitamin_D	snpnet	qt	Covariates_only	3.443707e-01
non_british_white	Vitamin_D	snpnet	qt	Genotype_and_covariates	3.928490e-01
non_british_white	Vitamin_D	snpnet	qt	Genotype_only	1.969428e-01
non_british_white	Vitamin_D_adjstatins	snpnet	qt	Covariates_only	3.857338e-01
non_british_white	Vitamin_D_adjstatins	snpnet	qt	Genotype_and_covariates	4.412535e-01
non_british_white	Vitamin_D_adjstatins	snpnet	qt	Genotype_only	2.209282e-01
non_british_white	eGFR_adjstatins	snpnet	qt	Covariates_only	4.872881e-01
non_british_white	eGFR_adjstatins	snpnet	qt	Genotype_and_covariates	5.457805e-01
non_british_white	eGFR_adjstatins	snpnet	qt	Genotype_only	2.479620e-01
s_asian	Alanine_aminotransferase	snpnet	qt	Covariates_only	2.921517e-01
s_asian	Alanine_aminotransferase	snpnet	qt	Genotype_and_covariates	3.309775e-01
s_asian	Alanine_aminotransferase	snpnet	qt	Genotype_only	1.591835e-01
s_asian	Alanine_aminotransferase_adjstatins	snpnet	qt	Covariates_only	2.921198e-01
s_asian	Alanine_aminotransferase_adjstatins	snpnet	qt	Genotype_and_covariates	3.300513e-01
s_asian	Alanine_aminotransferase_adjstatins	snpnet	qt	Genotype_only	1.575524e-01
s_asian	Albumin	snpnet	qt	Covariates_only	2.776194e-01
s_asian	Albumin	snpnet	qt	Genotype_and_covariates	3.507350e-01
s_asian	Albumin	snpnet	qt	Genotype_only	2.130485e-01
s_asian	Albumin_adjstatins	snpnet	qt	Covariates_only	2.907375e-01
s_asian	Albumin_adjstatins	snpnet	qt	Genotype_and_covariates	3.583035e-01
s_asian	Albumin_adjstatins	snpnet	qt	Genotype_only	2.073177e-01
s_asian	Alkaline_phosphatase	snpnet	qt	Covariates_only	1.995362e-01
s_asian	Alkaline_phosphatase	snpnet	qt	Genotype_and_covariates	4.258811e-01
s_asian	Alkaline_phosphatase	snpnet	qt	Genotype_only	3.841749e-01
s_asian	Apolipoprotein_A	snpnet	qt	Covariates_only	4.171406e-01
s_asian	Apolipoprotein_A	snpnet	qt	Genotype_and_covariates	5.232883e-01
s_asian	Apolipoprotein_A	snpnet	qt	Genotype_only	3.254388e-01
s_asian	Apolipoprotein_A_adjstatins	snpnet	qt	Covariates_only	4.214962e-01
s_asian	Apolipoprotein_A_adjstatins	snpnet	qt	Genotype_and_covariates	5.229377e-01
s_asian	Apolipoprotein_A_adjstatins	snpnet	qt	Genotype_only	3.189302e-01
s_asian	Apolipoprotein_B	snpnet	qt	Covariates_only	1.693180e-01
s_asian	Apolipoprotein_B	snpnet	qt	Genotype_and_covariates	2.994312e-01
s_asian	Apolipoprotein_B	snpnet	qt	Genotype_only	2.456874e-01
s_asian	Apolipoprotein_B_adjstatins	snpnet	qt	Covariates_only	1.971222e-01
s_asian	Apolipoprotein_B_adjstatins	snpnet	qt	Genotype_and_covariates	3.908028e-01
s_asian	Apolipoprotein_B_adjstatins	snpnet	qt	Genotype_only	3.358147e-01
s_asian	Aspartate_aminotransferase	snpnet	qt	Covariates_only	1.605965e-01
s_asian	Aspartate_aminotransferase	snpnet	qt	Genotype_and_covariates	2.040663e-01
s_asian	Aspartate_aminotransferase	snpnet	qt	Genotype_only	1.319388e-01
s_asian	Aspartate_aminotransferase_adjstatins	snpnet	qt	Covariates_only	1.493496e-01
s_asian	Aspartate_aminotransferase_adjstatins	snpnet	qt	Genotype_and_covariates	1.916245e-01
s_asian	Aspartate_aminotransferase_adjstatins	snpnet	qt	Genotype_only	1.275357e-01
s_asian	Calcium	snpnet	qt	Covariates_only	2.090695e-01
s_asian	Calcium	snpnet	qt	Genotype_and_covariates	2.827750e-01
s_asian	Calcium	snpnet	qt	Genotype_only	1.967924e-01
s_asian	Calcium_adjstatins	snpnet	qt	Covariates_only	2.083099e-01
s_asian	Calcium_adjstatins	snpnet	qt	Genotype_and_covariates	2.801159e-01
s_asian	Calcium_adjstatins	snpnet	qt	Genotype_only	1.953192e-01
s_asian	Cholesterol	snpnet	qt	Covariates_only	1.815982e-01
s_asian	Cholesterol	snpnet	qt	Genotype_and_covariates	2.625277e-01
s_asian	Cholesterol	snpnet	qt	Genotype_only	1.949576e-01
s_asian	Cholesterol_adjstatins	snpnet	qt	Covariates_only	1.870605e-01
s_asian	Cholesterol_adjstatins	snpnet	qt	Genotype_and_covariates	3.368990e-01
s_asian	Cholesterol_adjstatins	snpnet	qt	Genotype_only	2.862946e-01
s_asian	Creatinine	snpnet	qt	Covariates_only	4.022984e-01
s_asian	Creatinine	snpnet	qt	Genotype_and_covariates	4.165622e-01
s_asian	Creatinine	snpnet	qt	Genotype_only	1.153110e-01
s_asian	Creatinine_adjstatins	snpnet	qt	Covariates_only	3.944488e-01
s_asian	Creatinine_adjstatins	snpnet	qt	Genotype_and_covariates	4.101404e-01
s_asian	Creatinine_adjstatins	snpnet	qt	Genotype_only	1.189978e-01
s_asian	Creatinine_in_urine	snpnet	qt	Covariates_only	3.486507e-01
s_asian	Creatinine_in_urine	snpnet	qt	Genotype_and_covariates	3.477116e-01
s_asian	Creatinine_in_urine	snpnet	qt	Genotype_only	2.991264e-02
s_asian	Cystatin_C	snpnet	qt	Covariates_only	3.429488e-01
s_asian	Cystatin_C	snpnet	qt	Genotype_and_covariates	3.776756e-01
s_asian	Cystatin_C	snpnet	qt	Genotype_only	1.662763e-01
s_asian	Cystatin_C_adjstatins	snpnet	qt	Covariates_only	3.303442e-01
s_asian	Cystatin_C_adjstatins	snpnet	qt	Genotype_and_covariates	3.683780e-01
s_asian	Cystatin_C_adjstatins	snpnet	qt	Genotype_only	1.708535e-01
s_asian	C_reactive_protein	snpnet	qt	Covariates_only	9.214737e-02
s_asian	C_reactive_protein	snpnet	qt	Genotype_and_covariates	1.814121e-01
s_asian	C_reactive_protein	snpnet	qt	Genotype_only	1.879207e-01
s_asian	C_reactive_protein_adjstatins	snpnet	qt	Covariates_only	8.851589e-02
s_asian	C_reactive_protein_adjstatins	snpnet	qt	Genotype_and_covariates	1.766477e-01
s_asian	C_reactive_protein_adjstatins	snpnet	qt	Genotype_only	1.860043e-01
s_asian	Direct_bilirubin	snpnet	qt	Covariates_only	2.272871e-01
s_asian	Direct_bilirubin	snpnet	qt	Genotype_and_covariates	4.586992e-01
s_asian	Direct_bilirubin	snpnet	qt	Genotype_only	3.856791e-01
s_asian	Direct_bilirubin_adjstatins	snpnet	qt	Covariates_only	2.087110e-01
s_asian	Direct_bilirubin_adjstatins	snpnet	qt	Genotype_and_covariates	4.479028e-01
s_asian	Direct_bilirubin_adjstatins	snpnet	qt	Genotype_only	3.862235e-01
s_asian	Fasting_glucose	snpnet	qt	Covariates_only	2.867757e-01
s_asian	Fasting_glucose	snpnet	qt	Genotype_and_covariates	2.921204e-01
s_asian	Fasting_glucose	snpnet	qt	Genotype_only	6.389039e-02
s_asian	Gamma_glutamyltransferase_adjstatins	snpnet	qt	Covariates_only	1.771148e-01
s_asian	Gamma_glutamyltransferase_adjstatins	snpnet	qt	Genotype_and_covariates	2.355429e-01
s_asian	Gamma_glutamyltransferase_adjstatins	snpnet	qt	Genotype_only	1.563912e-01
s_asian	Glucose	snpnet	qt	Covariates_only	1.603335e-01
s_asian	Glucose	snpnet	qt	Genotype_and_covariates	1.799495e-01
s_asian	Glucose	snpnet	qt	Genotype_only	8.492130e-02
s_asian	Glycated_haemoglobin_HbA1c	snpnet	qt	Covariates_only	2.596418e-01
s_asian	Glycated_haemoglobin_HbA1c	snpnet	qt	Genotype_and_covariates	3.170935e-01
s_asian	Glycated_haemoglobin_HbA1c	snpnet	qt	Genotype_only	1.995178e-01
s_asian	Glycated_haemoglobin_HbA1c_adjstatins	snpnet	qt	Covariates_only	2.460026e-01
s_asian	Glycated_haemoglobin_HbA1c_adjstatins	snpnet	qt	Genotype_and_covariates	3.065266e-01
s_asian	Glycated_haemoglobin_HbA1c_adjstatins	snpnet	qt	Genotype_only	1.966392e-01
s_asian	HDL_cholesterol	snpnet	qt	Covariates_only	3.984541e-01
s_asian	HDL_cholesterol	snpnet	qt	Genotype_and_covariates	5.160859e-01
s_asian	HDL_cholesterol	snpnet	qt	Genotype_only	3.345958e-01
s_asian	HDL_cholesterol_adjstatins	snpnet	qt	Covariates_only	3.999016e-01
s_asian	HDL_cholesterol_adjstatins	snpnet	qt	Genotype_and_covariates	5.141602e-01
s_asian	HDL_cholesterol_adjstatins	snpnet	qt	Genotype_only	3.304297e-01
s_asian	IGF_1	snpnet	qt	Covariates_only	3.076005e-01
s_asian	IGF_1	snpnet	qt	Genotype_and_covariates	4.206131e-01
s_asian	IGF_1	snpnet	qt	Genotype_only	2.820909e-01
s_asian	IGF_1_adjstatins	snpnet	qt	Covariates_only	3.076818e-01
s_asian	IGF_1_adjstatins	snpnet	qt	Genotype_and_covariates	4.206809e-01
s_asian	IGF_1_adjstatins	snpnet	qt	Genotype_only	2.820863e-01
s_asian	LDL_direct	snpnet	qt	Covariates_only	1.726264e-01
s_asian	LDL_direct	snpnet	qt	Genotype_and_covariates	2.671774e-01
s_asian	LDL_direct	snpnet	qt	Genotype_only	2.061892e-01
s_asian	LDL_direct_adjstatins	snpnet	qt	Covariates_only	1.853285e-01
s_asian	LDL_direct_adjstatins	snpnet	qt	Genotype_and_covariates	3.451665e-01
s_asian	LDL_direct_adjstatins	snpnet	qt	Genotype_only	2.930208e-01
s_asian	Lipoprotein_A_adjstatins	snpnet	qt	Covariates_only	7.196519e-02
s_asian	Lipoprotein_A_adjstatins	snpnet	qt	Genotype_and_covariates	3.721481e-01
s_asian	Lipoprotein_A_adjstatins	snpnet	qt	Genotype_only	3.660917e-01
s_asian	MicroalbuminNormal	snpnet	bin	Covariates_only	5.742380e-01
s_asian	MicroalbuminNormal	snpnet	bin	Genotype_and_covariates	5.861960e-01
s_asian	MicroalbuminNormal	snpnet	bin	Genotype_only	5.554725e-01
s_asian	Non_albumin_protein	snpnet	qt	Covariates_only	1.446865e-01
s_asian	Non_albumin_protein	snpnet	qt	Genotype_and_covariates	3.194365e-01
s_asian	Non_albumin_protein	snpnet	qt	Genotype_only	2.783905e-01
s_asian	Non_albumin_protein_adjstatins	snpnet	qt	Covariates_only	1.478622e-01
s_asian	Non_albumin_protein_adjstatins	snpnet	qt	Genotype_and_covariates	3.197335e-01
s_asian	Non_albumin_protein_adjstatins	snpnet	qt	Genotype_only	2.772232e-01
s_asian	OestradiolNormal	snpnet	bin	Covariates_only	8.578282e-01
s_asian	OestradiolNormal	snpnet	bin	Genotype_and_covariates	8.577820e-01
s_asian	OestradiolNormal	snpnet	bin	Genotype_only	5.074352e-01
s_asian	Phosphate	snpnet	qt	Covariates_only	3.803150e-01
s_asian	Phosphate	snpnet	qt	Genotype_and_covariates	4.323168e-01
s_asian	Phosphate	snpnet	qt	Genotype_only	2.075856e-01
s_asian	Phosphate_adjstatins	snpnet	qt	Covariates_only	3.831909e-01
s_asian	Phosphate_adjstatins	snpnet	qt	Genotype_and_covariates	4.326105e-01
s_asian	Phosphate_adjstatins	snpnet	qt	Genotype_only	2.038608e-01
s_asian	Potassium_in_urine	snpnet	qt	Covariates_only	1.621878e-01
s_asian	Potassium_in_urine	snpnet	qt	Genotype_and_covariates	1.668056e-01
s_asian	Potassium_in_urine	snpnet	qt	Genotype_only	4.005095e-02
s_asian	RheumatoidFactorNormal	snpnet	bin	Covariates_only	5.578539e-01
s_asian	RheumatoidFactorNormal	snpnet	bin	Genotype_and_covariates	5.713259e-01
s_asian	RheumatoidFactorNormal	snpnet	bin	Genotype_only	5.449688e-01
s_asian	SHBG	snpnet	qt	Covariates_only	4.031967e-01
s_asian	SHBG	snpnet	qt	Genotype_and_covariates	4.679299e-01
s_asian	SHBG	snpnet	qt	Genotype_only	2.411899e-01
s_asian	SHBG_adjstatins	snpnet	qt	Covariates_only	4.076100e-01
s_asian	SHBG_adjstatins	snpnet	qt	Genotype_and_covariates	4.712450e-01
s_asian	SHBG_adjstatins	snpnet	qt	Genotype_only	2.487907e-01
s_asian	Sodium_in_urine	snpnet	qt	Covariates_only	2.379394e-01
s_asian	Sodium_in_urine	snpnet	qt	Genotype_and_covariates	2.430379e-01
s_asian	Sodium_in_urine	snpnet	qt	Genotype_only	4.596703e-02
s_asian	Testosterone	snpnet	qt	Covariates_only	8.848844e-01
s_asian	Testosterone	snpnet	qt	Genotype_and_covariates	8.906103e-01
s_asian	Testosterone	snpnet	qt	Genotype_only	1.017135e-01
s_asian	Testosterone_adjstatins	snpnet	qt	Covariates_only	8.830081e-01
s_asian	Testosterone_adjstatins	snpnet	qt	Genotype_and_covariates	8.887436e-01
s_asian	Testosterone_adjstatins	snpnet	qt	Genotype_only	9.982931e-02
s_asian	Total_protein	snpnet	qt	Covariates_only	1.502434e-01
s_asian	Total_protein	snpnet	qt	Genotype_and_covariates	2.810021e-01
s_asian	Total_protein	snpnet	qt	Genotype_only	2.400366e-01
s_asian	Total_protein_adjstatins	snpnet	qt	Covariates_only	1.621485e-01
s_asian	Total_protein_adjstatins	snpnet	qt	Genotype_and_covariates	2.850446e-01
s_asian	Total_protein_adjstatins	snpnet	qt	Genotype_only	2.359408e-01
