#Phe	ID	BETA	mean	std
Alanine_aminotransferase_adjstatins	f.53.0.0_2007.10	0.7979839693678759	0.01638170309077889	0.12693834288592415
Alanine_aminotransferase_adjstatins	f.53.0.0_2007.11	0.6564794814243821	0.018237320384086646	0.13380852188592035
Alanine_aminotransferase_adjstatins	f.53.0.0_2007.12	1.2017871721257	0.019125925848487543	0.13696760496163207
Alanine_aminotransferase_adjstatins	f.53.0.0_2008.01	1.81174571137864	0.02365258662596505	0.15196427794671438
Alanine_aminotransferase_adjstatins	f.53.0.0_2008.02	1.2690303840166202	0.030500075792819024	0.1719587775295327
Alanine_aminotransferase_adjstatins	f.53.0.0_2008.03	1.37698382810442	0.026715661932664614	0.16125115608938806
Alanine_aminotransferase_adjstatins	f.53.0.0_2008.04	1.34941694620406	0.04110061627402502	0.19852293473531052
Alanine_aminotransferase_adjstatins	f.53.0.0_2008.05	0.580668698429116	0.03628646549335898	0.18700202650067257
Alanine_aminotransferase_adjstatins	f.53.0.0_2008.06	-1.0184521327299998	0.02988327905870546	0.1702652891560843
Alanine_aminotransferase_adjstatins	f.53.0.0_2008.07	-2.1387640216891	0.03628123840239192	0.186989064232058
Alanine_aminotransferase_adjstatins	f.53.0.0_2008.08	-0.8649184283639642	0.033589286554353906	0.18016949348633748
Alanine_aminotransferase_adjstatins	f.53.0.0_2008.09	-0.8039417539756791	0.034368123108446454	0.1821728718071083
Alanine_aminotransferase_adjstatins	f.53.0.0_2008.10	-0.42875157647263507	0.03809503896796316	0.19142572181917594
Alanine_aminotransferase_adjstatins	f.53.0.0_2008.11	-0.19872305070132198	0.03540831421089221	0.18480953843250342
Alanine_aminotransferase_adjstatins	f.53.0.0_2008.12	0.9345284787239059	0.02261762261448636	0.14868108743802969
Alanine_aminotransferase_adjstatins	f.53.0.0_2009.01	1.7980123466445903	0.02784471358155046	0.16452776515564746
Alanine_aminotransferase_adjstatins	f.53.0.0_2009.02	0.37134115257517397	0.029742147602594728	0.16987510782507306
Alanine_aminotransferase_adjstatins	f.53.0.0_2009.03	-0.32332419175861893	0.03626555712949073	0.18695017115685766
Alanine_aminotransferase_adjstatins	f.53.0.0_2009.04	0.8145429236261891	0.026741797387499936	0.16132784527162644
Alanine_aminotransferase_adjstatins	f.53.0.0_2009.05	0.489577695016516	0.027327231575811115	0.16303513115342078
Alanine_aminotransferase_adjstatins	f.53.0.0_2009.06	-0.288567029997268	0.03264841018028237	0.17771463499943496
Alanine_aminotransferase_adjstatins	f.53.0.0_2009.07	-0.400816776713062	0.03074052197730397	0.1726138531111187
Alanine_aminotransferase_adjstatins	f.53.0.0_2009.08	-1.00406620577089	0.029601016146483996	0.1694839107100718
Alanine_aminotransferase_adjstatins	f.53.0.0_2009.09	-0.9077455637329641	0.026851566297808282	0.16164949639625448
Alanine_aminotransferase_adjstatins	f.53.0.0_2009.10	-0.702737921471913	0.03275295199962365	0.17798931466504953
Alanine_aminotransferase_adjstatins	f.53.0.0_2009.11	-0.8633935545309399	0.029444203417472073	0.16904804731963807
Alanine_aminotransferase_adjstatins	f.53.0.0_2009.12	-0.526437956764493	0.01396155997302821	0.11733130364974109
Alanine_aminotransferase_adjstatins	f.53.0.0_2010.01	0.729336120471867	0.01741666710225758	0.13081791471089393
Alanine_aminotransferase_adjstatins	f.53.0.0_2010.02	1.05047726404284	0.019444778397478452	0.13808214580658645
Alanine_aminotransferase_adjstatins	f.53.0.0_2010.03	1.03141760567416	0.031174370527570293	0.1737887486282701
Alanine_aminotransferase_adjstatins	f.53.0.0_2010.04	0.945526652935614	0.01958590985358918	0.138572370943115
Alanine_aminotransferase_adjstatins	f.53.0.0_2010.05	-0.44215390370389096	0.03266931854415062	0.17776960980440792
Alanine_aminotransferase_adjstatins	f.53.0.0_2010.06	0.21581850094408703	0.03153503980429771	0.17475863660729068
Alanine_aminotransferase_adjstatins	f.53.0.0_2010.07	0.38187080513641997	0.01063190302700838	0.10256152136660547
Alanine_aminotransferase_adjstatins	f.53.0.0_2010.0810	-1.5561656571400602	0.0013747249243378583	0.03705178883293305
Alanine_aminotransferase_adjstatins	f.54.0.0_10003	0.0	0.0	0.0
Alanine_aminotransferase_adjstatins	f.54.0.0_11001	0.625285526359789	0.02775585303511037	0.16427253470195108
Alanine_aminotransferase_adjstatins	f.54.0.0_11002	0.592548987356291	0.03092869725211828	0.17312455902732307
Alanine_aminotransferase_adjstatins	f.54.0.0_11003	0.11026858558546601	0.038220489151172696	0.19172814962915014
Alanine_aminotransferase_adjstatins	f.54.0.0_11004	0.312434811049671	0.03772391550930161	0.19052774524448843
Alanine_aminotransferase_adjstatins	f.54.0.0_11005	-0.321798640395239	0.03627078422045779	0.1869631365603679
Alanine_aminotransferase_adjstatins	f.54.0.0_11006	0.6808340488702559	0.04141946882301593	0.19925836601115432
Alanine_aminotransferase_adjstatins	f.54.0.0_11007	0.446605291182194	0.06259964142155966	0.2422414628329589
Alanine_aminotransferase_adjstatins	f.54.0.0_11008	0.35786513352519	0.05984496448191688	0.2371993775457157
Alanine_aminotransferase_adjstatins	f.54.0.0_11009	0.0307021332439678	0.07696891449001887	0.2665421180456234
Alanine_aminotransferase_adjstatins	f.54.0.0_11010	0.340005972618146	0.09226338265964842	0.28939739266249054
Alanine_aminotransferase_adjstatins	f.54.0.0_11011	0.18326272532895102	0.09150022737845706	0.28831915608947617
Alanine_aminotransferase_adjstatins	f.54.0.0_11012	-0.8214409157348481	0.017270308555179786	0.13027680145593332
Alanine_aminotransferase_adjstatins	f.54.0.0_11013	0.0567033003593408	0.07074344914824553	0.256395814222571
Alanine_aminotransferase_adjstatins	f.54.0.0_11014	0.126334418833455	0.06412072489297531	0.2449678704078857
Alanine_aminotransferase_adjstatins	f.54.0.0_11016	0.059749249998428004	0.06636314691784581	0.2489158083549661
Alanine_aminotransferase_adjstatins	f.54.0.0_11017	0.220952583199589	0.04540251213991877	0.20818531175686553
Alanine_aminotransferase_adjstatins	f.54.0.0_11018	-0.691367403343654	0.04346326139113799	0.20389753873056835
Alanine_aminotransferase_adjstatins	f.54.0.0_11020	-0.32996821342323696	0.04434663976457182	0.20586406997376472
Alanine_aminotransferase_adjstatins	f.54.0.0_11021	-0.272299501231068	0.04668314942684947	0.21095931595082482
Alanine_aminotransferase_adjstatins	f.54.0.0_11022	0.23387009814033502	0.004735744416160074	0.06865360253464405
Alanine_aminotransferase_adjstatins	f.54.0.0_11023	0.12389278970482599	0.0013747249243378583	0.03705178883293305
Alanine_aminotransferase_adjstatins	age_age	-0.0103964441032688	4395.710549837699	1030.9234173266593
Alanine_aminotransferase_adjstatins	age_sex	-0.400784215156793	30.598841676641698	33.3895046954252
Alanine_aminotransferase_adjstatins	sex_DrawTime	-0.000553174026842187	400.1607341797736	447.1900360749479
Alanine_aminotransferase_adjstatins	age_DrawTime	-1.89194214732733e-05	56821.07618014647	13123.491798519017
Alanine_aminotransferase_adjstatins	sex_UrineSampleMinutes	-0.000136354807548514	398.6217948471337	447.4072012780643
Alanine_aminotransferase_adjstatins	age_UrineSampleMinutes	1.1305308696518901e-05	56609.06822046825	13667.187869463865
Alanine_aminotransferase_adjstatins	DrawTime_DrawTime	-1.08577235342541e-06	775250.008426223	298647.9190058651
Alanine_aminotransferase_adjstatins	FastingTime_FastingTime	-0.00286444509725835	19.65054283339693	39.29463658888399
Alanine_aminotransferase_adjstatins	UrineSampleMinutes_UrineSampleMinutes	5.02698771750021e-07	773054.9157623686	303037.18646864075
Alanine_aminotransferase_adjstatins	DilutionFactorTimeZero_DrawTime	0.00125688164278946	860.8879022009074	172.04651374224932
Alanine_aminotransferase_adjstatins	DilutionFactorTimeZero_UrineSampleMinutes	-0.0018943997870263102	857.653342212654	181.58936965113566
Alanine_aminotransferase_adjstatins	sex_FastingTime	0.10389982870035801	1.7838388801480312	2.568468890133969
Alanine_aminotransferase_adjstatins	age_FastingTime	-0.00853396588905646	247.04288305429378	155.39036976914065
Alanine_aminotransferase_adjstatins	age_TDI	-0.00530163534342963	-105.4412227257865	193.96483543277958
Alanine_aminotransferase_adjstatins	sex_TDI	-0.0240554359953746	-0.7149322368461041	2.168795289227572
Alanine_aminotransferase	age	1.4594026718456998	65.81604298759612	7.997439295962135
Alanine_aminotransferase	sex	32.5733831052477	0.46333979750249593	0.49865421842479385
Alanine_aminotransferase	Array	-0.317365239870658	0.8907956155160969	0.31189547430733106
Alanine_aminotransferase	PC1	-0.007404802781152129	-12.356136067293571	1.6127329591110553
Alanine_aminotransferase	PC2	-0.0237737061277944	3.778907825138475	1.5006049471897354
Alanine_aminotransferase	PC3	-0.0008937134355687721	-1.5856804160025477	1.584498502433049
Alanine_aminotransferase	PC4	0.0289145693415764	1.2937519425286281	2.949223563853427
Alanine_aminotransferase	PC5	0.0179239691563837	-0.7999853842413541	6.639776246220494
Alanine_aminotransferase	PC6	-0.0269651690651577	-0.3494714957802348	1.6482418958902452
Alanine_aminotransferase	PC7	0.0224586004497983	0.2962342336793043	1.8736885850969363
Alanine_aminotransferase	PC8	-0.00999408088722563	-0.4503749148644625	1.9830012218794115
Alanine_aminotransferase	PC9	0.00722550666147377	-0.003221142665402397	4.694612712625044
Alanine_aminotransferase	PC10	0.0022547659802424	0.14825756212978866	2.2872580589950124
Alanine_aminotransferase	PC11	0.000830186843034284	-0.07288650557761812	3.596192695063416
Alanine_aminotransferase	PC12	-0.0222996697539853	0.1850100567476533	2.365550285552095
Alanine_aminotransferase	PC13	0.0108104305266764	0.023135050571659082	1.646955932977731
Alanine_aminotransferase	PC14	-0.00591897580082921	0.18210377803795186	3.2904313136962533
Alanine_aminotransferase	PC15	0.007328229041319641	0.002270099027725953	1.932313938719294
Alanine_aminotransferase	PC16	0.0153939445316994	0.0045285803474112854	3.20635427771286
Alanine_aminotransferase	PC17	0.0037308267177102	0.003204836873119684	2.019298178613705
Alanine_aminotransferase	PC18	0.0252450375568725	-0.013795239322612394	2.984009839530114
Alanine_aminotransferase	PC19	0.00881338874218166	0.0012833841965365282	2.9247038888986654
Alanine_aminotransferase	PC20	0.0269315786477896	0.004006373332205153	2.909438748097083
Alanine_aminotransferase	PC21	0.00717090820209118	-0.008928774984287777	2.8415992938769574
Alanine_aminotransferase	PC22	-0.00015153322847113	0.010264740587551526	2.905670570898046
Alanine_aminotransferase	PC23	-0.0343381526054939	0.016579692723176394	2.895865888500875
Alanine_aminotransferase	PC24	-0.00392908489704407	0.011889820119262562	2.6526608256419237
Alanine_aminotransferase	PC25	0.0272391274436381	-0.012864174999435683	2.790976797326459
Alanine_aminotransferase	PC26	0.00769092651864015	-0.0074754602814101085	2.796910615374609
Alanine_aminotransferase	PC27	0.0177871335140129	-0.0012373746181918457	2.8176610656687058
Alanine_aminotransferase	PC28	-0.0123986819462778	-0.007244362183604707	2.80507986899312
Alanine_aminotransferase	PC29	0.00388509153182655	-0.00932971694481153	2.8157583928278767
Alanine_aminotransferase	PC30	-0.011413890758352	0.012205483533289771	2.8307265550747656
Alanine_aminotransferase	PC31	0.021141602936569002	-0.011270760024941585	2.8108371693544534
Alanine_aminotransferase	PC32	0.000681187872864296	-0.004924423046646557	2.768715410364785
Alanine_aminotransferase	PC33	-0.005908997433252529	0.0059355755252505134	2.8261775465928882
Alanine_aminotransferase	PC34	0.0156126267598704	-0.011557012792578581	2.8306456545222978
Alanine_aminotransferase	PC35	0.0167677480426374	-0.010038926354947702	2.8142168849616542
Alanine_aminotransferase	PC36	0.006524628598089039	-0.00015008550540272368	2.835125831052453
Alanine_aminotransferase	PC37	-0.0073083043979584	-0.005977106689821133	2.8353181608333005
Alanine_aminotransferase	PC38	-0.00257945764021874	-0.005200051134802755	2.840115058702183
Alanine_aminotransferase	PC39	-0.011400161665748	-0.005136993232535872	2.8421061443684925
Alanine_aminotransferase	PC40	0.0101431782331745	-0.007478191510778265	2.8471688758050457
Alanine_aminotransferase	UrineSampleMinutes	0.000229388061864906	860.2286735838503	181.82833911835107
Alanine_aminotransferase	TDI	0.399970516837991	-1.5785339219668495	2.9269162004909806
Alanine_aminotransferase	DrawTime	0.0017236960820740301	863.4718213624237	172.2394325910345
Alanine_aminotransferase	DilutionFactorTimeZero	-18.0650374921904	0.9969896396966197	0.01057744628479149
Alanine_aminotransferase	FastingTime	0.599352608410643	3.7536628839951702	2.35808349867302
Alanine_aminotransferase	f.53.0.0_2006	0.0	0.0	0.0
Alanine_aminotransferase	f.53.0.0_2007.04	-2.6471527923287597	0.000946103465038602	0.030744240977328488
Alanine_aminotransferase	f.53.0.0_2007.05	-2.02881738124223	0.006575680436566637	0.08082351677180839
Alanine_aminotransferase	f.53.0.0_2007.06	-0.9891582163172721	0.007364971172593317	0.08550279745259909
Alanine_aminotransferase	f.53.0.0_2007.07	-0.7852098842097859	0.009340811558143546	0.0961954302323078
Alanine_aminotransferase	f.53.0.0_2007.08	0.32649249142031705	0.013397034148585289	0.11496761989624263
Alanine_aminotransferase	f.53.0.0_2007.09	0.376028572535327	0.01237775141000779	0.11056465384579214
Alanine_aminotransferase	f.53.0.0_2007.10	0.7581408875624979	0.01638170309077889	0.12693834288592415
Alanine_aminotransferase	f.53.0.0_2007.11	0.581910187828872	0.018237320384086646	0.13380852188592035
Alanine_aminotransferase	f.53.0.0_2007.12	1.1713215497190401	0.019125925848487543	0.13696760496163207
Alanine_aminotransferase	f.53.0.0_2008.01	1.7924403745549	0.02365258662596505	0.15196427794671438
Alanine_aminotransferase	f.53.0.0_2008.02	1.26329108679082	0.030500075792819024	0.1719587775295327
Alanine_aminotransferase	f.53.0.0_2008.03	1.3558096218168403	0.026715661932664614	0.16125115608938806
Alanine_aminotransferase	f.53.0.0_2008.04	1.34516744323634	0.04110061627402502	0.19852293473531052
Alanine_aminotransferase	f.53.0.0_2008.05	0.573025446469273	0.03628646549335898	0.18700202650067257
Alanine_aminotransferase	f.53.0.0_2008.06	-1.0658496656827199	0.02988327905870546	0.1702652891560843
Alanine_aminotransferase	f.53.0.0_2008.07	-2.22210224529286	0.03628123840239192	0.186989064232058
Alanine_aminotransferase	f.53.0.0_2008.08	-0.911584794623873	0.033589286554353906	0.18016949348633748
Alanine_aminotransferase	f.53.0.0_2008.09	-0.831953374672198	0.034368123108446454	0.1821728718071083
Alanine_aminotransferase	f.53.0.0_2008.10	-0.461886857558965	0.03809503896796316	0.19142572181917594
Alanine_aminotransferase	f.53.0.0_2008.11	-0.209015823412278	0.03540831421089221	0.18480953843250342
Alanine_aminotransferase	f.53.0.0_2008.12	0.941363836028427	0.02261762261448636	0.14868108743802969
Alanine_aminotransferase	f.53.0.0_2009.01	1.8134131553054398	0.02784471358155046	0.16452776515564746
Alanine_aminotransferase	f.53.0.0_2009.02	0.382945800366738	0.029742147602594728	0.16987510782507306
Alanine_aminotransferase	f.53.0.0_2009.03	-0.32838382262827803	0.03626555712949073	0.18695017115685766
Alanine_aminotransferase	f.53.0.0_2009.04	0.82578273395258	0.026741797387499936	0.16132784527162644
Alanine_aminotransferase	f.53.0.0_2009.05	0.5101761150666471	0.027327231575811115	0.16303513115342078
Alanine_aminotransferase	f.53.0.0_2009.06	-0.28198853510688504	0.03264841018028237	0.17771463499943496
Alanine_aminotransferase	f.53.0.0_2009.07	-0.38804919976873503	0.03074052197730397	0.1726138531111187
Alanine_aminotransferase	f.53.0.0_2009.08	-1.0219375190423499	0.029601016146483996	0.1694839107100718
Alanine_aminotransferase	f.53.0.0_2009.09	-0.919024606013508	0.026851566297808282	0.16164949639625448
Alanine_aminotransferase	f.53.0.0_2009.10	-0.726958939167523	0.03275295199962365	0.17798931466504953
Alanine_aminotransferase	f.53.0.0_2009.11	-0.901101248638798	0.029444203417472073	0.16904804731963807
Alanine_aminotransferase	f.53.0.0_2009.12	-0.538749671375316	0.01396155997302821	0.11733130364974109
Alanine_aminotransferase	f.53.0.0_2010.01	0.7184673217888209	0.01741666710225758	0.13081791471089393
Alanine_aminotransferase	f.53.0.0_2010.02	1.1044699666884799	0.019444778397478452	0.13808214580658645
Alanine_aminotransferase	f.53.0.0_2010.03	1.06950263520094	0.031174370527570293	0.1737887486282701
Alanine_aminotransferase	f.53.0.0_2010.04	1.00402438102396	0.01958590985358918	0.138572370943115
Alanine_aminotransferase	f.53.0.0_2010.05	-0.45727919653985	0.03266931854415062	0.17776960980440792
Alanine_aminotransferase	f.53.0.0_2010.06	0.25908932012631897	0.03153503980429771	0.17475863660729068
Alanine_aminotransferase	f.53.0.0_2010.07	0.420778964917178	0.01063190302700838	0.10256152136660547
Alanine_aminotransferase	f.53.0.0_2010.0810	-1.4755910138766	0.0013747249243378583	0.03705178883293305
Alanine_aminotransferase	f.54.0.0_10003	0.0	0.0	0.0
Alanine_aminotransferase	f.54.0.0_11001	0.7083216035802109	0.02775585303511037	0.16427253470195108
Alanine_aminotransferase	f.54.0.0_11002	0.5186257400031711	0.03092869725211828	0.17312455902732307
Alanine_aminotransferase	f.54.0.0_11003	0.154273311280141	0.038220489151172696	0.19172814962915014
Alanine_aminotransferase	f.54.0.0_11004	0.340073306673783	0.03772391550930161	0.19052774524448843
Alanine_aminotransferase	f.54.0.0_11005	-0.438099131774742	0.03627078422045779	0.1869631365603679
Alanine_aminotransferase	f.54.0.0_11006	0.68637328281715	0.04141946882301593	0.19925836601115432
Alanine_aminotransferase	f.54.0.0_11007	0.3820326840319529	0.06259964142155966	0.2422414628329589
Alanine_aminotransferase	f.54.0.0_11008	0.437282282373789	0.05984496448191688	0.2371993775457157
Alanine_aminotransferase	f.54.0.0_11009	0.032288102340422994	0.07696891449001887	0.2665421180456234
Alanine_aminotransferase	f.54.0.0_11010	0.319030328686483	0.09226338265964842	0.28939739266249054
Alanine_aminotransferase	f.54.0.0_11011	0.125065556866372	0.09150022737845706	0.28831915608947617
Alanine_aminotransferase	f.54.0.0_11012	-0.9727787631940571	0.017270308555179786	0.13027680145593332
Alanine_aminotransferase	f.54.0.0_11013	0.017360050411641	0.07074344914824553	0.256395814222571
Alanine_aminotransferase	f.54.0.0_11014	0.16051313301371697	0.06412072489297531	0.2449678704078857
Alanine_aminotransferase	f.54.0.0_11016	0.15521407587742903	0.06636314691784581	0.2489158083549661
Alanine_aminotransferase	f.54.0.0_11017	0.238175124778715	0.04540251213991877	0.20818531175686553
Alanine_aminotransferase	f.54.0.0_11018	-0.702245848052675	0.04346326139113799	0.20389753873056835
Alanine_aminotransferase	f.54.0.0_11020	-0.34099041117534995	0.04434663976457182	0.20586406997376472
Alanine_aminotransferase	f.54.0.0_11021	-0.25310702978335897	0.04668314942684947	0.21095931595082482
Alanine_aminotransferase	f.54.0.0_11022	0.186986205106388	0.004735744416160074	0.06865360253464405
Alanine_aminotransferase	f.54.0.0_11023	0.11983771882275998	0.0013747249243378583	0.03705178883293305
Alanine_aminotransferase	age_age	-0.010028306220062	4395.710549837699	1030.9234173266593
Alanine_aminotransferase	age_sex	-0.384435113589971	30.598841676641698	33.3895046954252
Alanine_aminotransferase	sex_DrawTime	-0.000733426670229358	400.1607341797736	447.1900360749479
Alanine_aminotransferase	age_DrawTime	-1.8006235327997896e-05	56821.07618014647	13123.491798519017
Alanine_aminotransferase	sex_UrineSampleMinutes	-5.76492107048969e-05	398.6217948471337	447.4072012780643
Alanine_aminotransferase	age_UrineSampleMinutes	1.08795206234209e-05	56609.06822046825	13667.187869463865
Alanine_aminotransferase	DrawTime_DrawTime	-1.81195076258628e-06	775250.008426223	298647.9190058651
Alanine_aminotransferase	FastingTime_FastingTime	-0.00304571681017557	19.65054283339693	39.29463658888399
Alanine_aminotransferase	UrineSampleMinutes_UrineSampleMinutes	6.286853116282311e-07	773054.9157623686	303037.18646864075
Alanine_aminotransferase	DilutionFactorTimeZero_DrawTime	0.00233130754940438	860.8879022009074	172.04651374224932
Alanine_aminotransferase	DilutionFactorTimeZero_UrineSampleMinutes	-0.00199282450584557	857.653342212654	181.58936965113566
Alanine_aminotransferase	sex_FastingTime	0.10702112860444302	1.7838388801480312	2.568468890133969
Alanine_aminotransferase	age_FastingTime	-0.00855488857664147	247.04288305429378	155.39036976914065
Alanine_aminotransferase	age_TDI	-0.004575449277157001	-105.4412227257865	193.96483543277958
Alanine_aminotransferase	sex_TDI	-0.0139609553401879	-0.7149322368461041	2.168795289227572
Albumin_adjstatins	age	0.141804297539999	65.82220776107134	7.994436164940851
Albumin_adjstatins	sex	4.78207924384729	0.46737678528615956	0.4989345907648964
Albumin_adjstatins	Array	0.0853952504602229	0.8901599479398569	0.3126902861036271
Albumin_adjstatins	PC1	-0.007146673194394759	-12.356882851491594	1.6127710510989879
Albumin_adjstatins	PC2	-0.00186087409997657	3.7788108025644593	1.4961910695814495
Albumin_adjstatins	PC3	-0.00133441034446369	-1.5866837726952692	1.5844117144891998
Albumin_adjstatins	PC4	-0.0025173781486677	1.300885055544579	2.946911249304687
Albumin_adjstatins	PC5	-0.0060216381389144895	-0.7897134385194288	6.6350337159032495
Albumin_adjstatins	PC6	-0.00778411147749955	-0.35494523818809154	1.6439862137457404
Albumin_adjstatins	PC7	-0.00203452316543029	0.2968052981698519	1.8786829559792697
Albumin_adjstatins	PC8	0.0017617430427027	-0.4544867393298408	1.9905320173760852
Albumin_adjstatins	PC9	0.000144740047331895	-0.01668033036377711	4.711621800494692
Albumin_adjstatins	PC10	-0.00370401653844989	0.15089367176460308	2.2874535053074356
Albumin_adjstatins	PC11	-0.00239354348591917	-0.07548977591494846	3.607515174656806
Albumin_adjstatins	PC12	-0.000482794163788129	0.1818841982599074	2.3664278169021014
Albumin_adjstatins	PC13	-0.004676669247171529	0.025133848891377934	1.6465476450295657
Albumin_adjstatins	PC14	0.00328709370648426	0.1790191375597328	3.2967078056017245
Albumin_adjstatins	PC15	0.00361847403998879	0.0037430562029577247	1.93616602404436
Albumin_adjstatins	PC16	-0.00192021215526945	-0.0025727075539684445	3.208603304662186
Albumin_adjstatins	PC17	0.0019447524720699	0.010662451587280087	2.0156874376038556
Albumin_adjstatins	PC18	0.0027682756619924896	-0.025260225023638276	2.98574695983938
Albumin_adjstatins	PC19	0.00253551894137382	0.0022032087537538145	2.9246369195501596
Albumin_adjstatins	PC20	-0.000805944874880189	-0.012527776036547133	2.9089267018957505
Albumin_adjstatins	PC21	-0.000147078271061744	-0.01165178059110621	2.8416411514580786
