#GBE_ID	run_name	max_valid_idx	largest_mem
INI20407	INI.1-400	1	480000
INI20408	INI.1-400	1	480000
INI20411	INI.1-400	1	480000
INI20412	INI.1-400	1	480000
INI20485	INI.1-400	1	480000
INI20512	INI.1-400	1	480000
INI20513	INI.1-400	1	480000
INI21002	INI.1-400	50	480000
INI22150	INI.1-400	1	480000
INI22402	INI.1-400	1	480000
INI22409	INI.1-400	1	480000
INI22421	INI.1-400	1	480000
INI22424	INI.1-400	1	480000
INI22678	INI.1-400	1	480000
INI3160	INI.1-400	1	480000
INI3546	INI.1-400	1	480000
INI4147	INI.1-400	1	480000
INI4407	INI.1-400	1	480000
INI4418	INI.1-400	0	480000
INI48	INI.1-400	65	480000
INI49	INI.1-400	61	480000
INI5215	INI.1-400	0	480000
INI5306	INI.1-400	1	480000
INI884	INI.1-400	0	240000
INI894	INI.1-400	0	120000
INI943	INI.1-400	0	240000
INI23018	INI.401-800	1	120000
INI23034	INI.401-800	0	30000
INI23043	INI.401-800	1	120000
INI23044	INI.401-800	1	120000
INI23098	INI.401-800	65	480000
INI23099	INI.401-800	49	480000
INI23100	INI.401-800	63	480000
INI23101	INI.401-800	67	480000
INI23102	INI.401-800	67	480000
INI23104	INI.401-800	68	480000
INI23105	INI.401-800	65	480000
INI23106	INI.401-800	59	480000
INI23107	INI.401-800	64	480000
INI23108	INI.401-800	65	480000
INI23109	INI.401-800	62	480000
INI23110	INI.401-800	62	480000
INI23111	INI.401-800	58	480000
INI23112	INI.401-800	55	480000
INI23113	INI.401-800	64	480000
INI23114	INI.401-800	56	480000
INI23115	INI.401-800	59	480000
INI23116	INI.401-800	63	480000
INI23117	INI.401-800	64	480000
INI23118	INI.401-800	65	480000
INI23119	INI.401-800	61	480000
INI23120	INI.401-800	65	480000
INI23121	INI.401-800	64	480000
INI23122	INI.401-800	62	480000
INI23123	INI.401-800	62	480000
INI23125	INI.401-800	64	480000
INI23126	INI.401-800	49	480000
INI23127	INI.401-800	48	480000
INI23128	INI.401-800	61	480000
INI23129	INI.401-800	60	480000
INI23130	INI.401-800	56	480000
INI23200	INI.401-800	1	120000
INI23206	INI.401-800	1	120000
INI23225	INI.401-800	1	120000
INI23246	INI.401-800	1	120000
INI23248	INI.401-800	1	120000
INI23249	INI.401-800	1	120000
INI23250	INI.401-800	1	120000
INI23264	INI.401-800	1	120000
INI23270	INI.401-800	1	120000
INI23274	INI.401-800	1	120000
INI23276	INI.401-800	1	120000
INI23296	INI.401-800	1	120000
INI23309	INI.401-800	1	120000
INI24003	INI.401-800	0	120000
INI24007	INI.401-800	0	120000
INI24008	INI.401-800	0	120000
INI24009	INI.401-800	0	120000
INI24010	INI.401-800	0	120000
INI24011	INI.401-800	0	120000
INI24017	INI.401-800	0	120000
INI24018	INI.401-800	1	120000
INI24019	INI.401-800	0	120000
INI25082	INI.401-800	1	120000
INI25095	INI.401-800	1	120000
INI25449	INI.401-800	1	120000
INI25454	INI.401-800	1	120000
INI25466	INI.401-800	1	120000
INI25472	INI.401-800	1	120000
INI25494	INI.401-800	1	120000
INI25510	INI.401-800	1	120000
INI25532	INI.801-1200	1	120000
INI25550	INI.801-1200	1	120000
INI25559	INI.801-1200	1	120000
INI25565	INI.801-1200	1	120000
INI25568	INI.801-1200	1	120000
INI25586	INI.801-1200	1	120000
INI25595	INI.801-1200	1	120000
INI25596	INI.801-1200	1	120000
INI25603	INI.801-1200	1	120000
INI25623	INI.801-1200	1	120000
INI25632	INI.801-1200	1	120000
INI25645	INI.801-1200	1	120000
INI25678	INI.801-1200	1	120000
INI25686	INI.801-1200	1	120000
INI25714	INI.801-1200	1	120000
INI25715	INI.801-1200	1	120000
INI25720	INI.801-1200	1	120000
INI25721	INI.801-1200	1	120000
INI25783	INI.801-1200	1	120000
INI25804	INI.801-1200	1	120000
INI25811	INI.801-1200	1	120000
INI25816	INI.801-1200	1	120000
INI25826	INI.801-1200	1	120000
INI25832	INI.801-1200	1	120000
INI25836	INI.801-1200	1	120000
INI25852	INI.801-1200	1	120000
INI25863	INI.801-1200	1	120000
INI25884	INI.801-1200	1	120000
INI25900	INI.801-1200	1	120000
INI25918	INI.801-1200	1	120000
INI26410	INI.801-1200	0	120000
INI26416	INI.801-1200	0	120000
INI26430	INI.801-1200	1	120000
INI30040	INI.801-1200	78	480000
INI30050	INI.801-1200	78	480000
INI30080	INI.801-1200	83	480000
INI30090	INI.801-1200	80	480000
INI30100	INI.801-1200	95	480000
INI100170	INI.1201-1515	1	120000
INI100200	INI.1201-1515	1	120000
INI100220	INI.1201-1515	1	120000
INI10030520	INI.1201-1515	0	120000
INI10030700	INI.1201-1515	66	480000
INI10030710	INI.1201-1515	62	480000
INI10030720	INI.1201-1515	95	480000
INI10030770	INI.1201-1515	53	480000
INI100590	INI.1201-1515	1	120000
INI101310	INI.1201-1515	1	120000
INI102020	INI.1201-1515	1	120000
INI102170	INI.1201-1515	1	120000
INI102500	INI.1201-1515	1	120000
INI102830	INI.1201-1515	1	120000
INI102900	INI.1201-1515	1	120000
INI103050	INI.1201-1515	1	120000
INI104120	INI.1201-1515	1	120000
INI104250	INI.1201-1515	1	120000
INI104260	INI.1201-1515	1	120000
INI104910	INI.1201-1515	0	120000
INI2005254	INI.1201-1515	0	480000
INI2005255	INI.1201-1515	0	480000
INI30140	INI.1201-1515	67	480000
INI30170	INI.1201-1515	0	120000
INI30230	INI.1201-1515	0	120000
INI30250	INI.1201-1515	42	480000
INI30290	INI.1201-1515	60	480000
INI30620	INI.1201-1515	63	480000
INI30630	INI.1201-1515	64	240000
INI30720	INI.1201-1515	87	480000
INI30770	INI.1201-1515	76	480000
QT_FC10001239	QT_FC	0	240000
QT_FC1001200	QT_FC	0	240000
QT_FC1001220	QT_FC	22	240000
QT_FC1001359	QT_FC	21	240000
QT_FC1001389	QT_FC	1	480000
QT_FC1001717	QT_FC	83	960000
QT_FC10020459	QT_FC	1	480000
QT_FC1002050	QT_FC	0	240000
QT_FC1002070	QT_FC	0	240000
QT_FC1002110	QT_FC	0	240000
QT_FC1002306	QT_FC	0	240000
QT_FC1002936	QT_FC	1	480000
