#GBE_ID	run_name	max_valid_idx	largest_mem
cancer1084	cancer	1	480000
cancer1086	cancer	0	240000
FH1065	FH	54	960000
FH1262	FH	0	240000
HC10	HC.1-400	0	480000
HC100	HC.1-400	0	480000
HC104	HC.1-400	0	480000
HC107	HC.1-400	0	480000
HC11	HC.1-400	0	480000
HC115	HC.1-400	0	480000
HC116	HC.1-400	0	480000
HC126	HC.1-400	0	480000
HC131	HC.1-400	0	480000
HC140	HC.1-400	0	480000
HC149	HC.1-400	0	480000
HC150	HC.1-400	0	480000
HC152	HC.1-400	0	480000
HC154	HC.1-400	0	480000
HC171	HC.1-400	0	480000
HC179	HC.1-400	0	480000
HC18	HC.1-400	0	480000
HC181	HC.1-400	0	480000
HC187	HC.1-400	0	480000
HC194	HC.1-400	0	480000
HC196	HC.1-400	0	480000
HC215	HC.1-400	47	480000
HC219	HC.1-400	55	480000
HC229	HC.1-400	0	480000
HC234	HC.1-400	0	480000
HC246	HC.1-400	0	480000
HC251	HC.1-400	0	480000
HC273	HC.1-400	45	480000
HC278	HC.1-400	0	480000
HC282	HC.1-400	0	480000
HC287	HC.1-400	0	480000
HC289	HC.1-400	0	480000
HC301	HC.1-400	0	480000
HC319	HC.1-400	0	480000
HC32	HC.1-400	0	480000
HC374	HC.1-400	0	480000
HC383	HC.1-400	0	480000
HC391	HC.1-400	0	480000
HC393	HC.1-400	0	480000
HC398	HC.1-400	0	480000
HC41	HC.1-400	0	480000
HC415	HC.1-400	0	480000
HC429	HC.1-400	0	480000
HC435	HC.1-400	0	480000
HC437	HC.1-400	0	480000
HC438	HC.1-400	0	480000
HC444	HC.1-400	0	480000
HC450	HC.1-400	0	480000
HC458	HC.1-400	0	480000
HC46	HC.1-400	0	480000
HC47	HC.1-400	0	480000
HC476	HC.1-400	0	480000
HC477	HC.1-400	0	480000
HC479	HC.1-400	0	480000
HC485	HC.1-400	0	480000
HC486	HC.1-400	0	480000
HC491	HC.1-400	0	480000
HC51	HC.1-400	0	480000
HC510	HC.1-400	0	480000
HC533	HC.1-400	0	480000
HC54	HC.1-400	0	480000
HC67	HC.1-400	0	480000
HC69	HC.1-400	0	480000
HC7	HC.1-400	0	480000
HC76	HC.1-400	0	480000
HC81	HC.1-400	0	480000
HC82	HC.1-400	0	480000
HC89	HC.1-400	0	480000
HC99	HC.1-400	0	480000
HC1000	HC.401-800	0	480000
HC1002	HC.401-800	0	480000
HC1010	HC.401-800	0	480000
HC1036	HC.401-800	54	480000
HC1055	HC.401-800	0	480000
HC1061	HC.401-800	0	480000
HC1065	HC.401-800	0	480000
HC1066	HC.401-800	0	480000
HC1068	HC.401-800	0	480000
HC1074	HC.401-800	0	480000
HC1076	HC.401-800	0	480000
HC1077	HC.401-800	0	480000
HC1078	HC.401-800	0	480000
HC1079	HC.401-800	0	480000
HC1085	HC.401-800	0	480000
HC1088	HC.401-800	0	480000
HC1089	HC.401-800	0	480000
HC1093	HC.401-800	0	480000
HC1097	HC.401-800	0	480000
HC1099	HC.401-800	0	480000
HC1106	HC.401-800	35	480000
HC1107	HC.401-800	0	480000
HC1108	HC.401-800	0	480000
HC1113	HC.401-800	0	480000
HC1114	HC.401-800	0	480000
HC1115	HC.401-800	0	480000
HC538	HC.401-800	0	480000
HC539	HC.401-800	0	480000
HC546	HC.401-800	0	480000
HC549	HC.401-800	0	480000
HC551	HC.401-800	0	480000
HC552	HC.401-800	0	480000
HC554	HC.401-800	0	480000
HC555	HC.401-800	0	480000
HC566	HC.401-800	0	480000
HC597	HC.401-800	0	480000
HC602	HC.401-800	0	480000
HC605	HC.401-800	0	480000
HC607	HC.401-800	0	480000
HC609	HC.401-800	0	480000
HC610	HC.401-800	0	480000
HC612	HC.401-800	0	480000
HC618	HC.401-800	0	480000
HC625	HC.401-800	0	480000
HC626	HC.401-800	0	480000
HC640	HC.401-800	0	480000
HC643	HC.401-800	54	480000
HC649	HC.401-800	51	480000
HC651	HC.401-800	0	480000
HC655	HC.401-800	0	480000
HC658	HC.401-800	0	480000
HC659	HC.401-800	0	480000
HC662	HC.401-800	0	480000
HC663	HC.401-800	0	480000
HC674	HC.401-800	0	480000
HC680	HC.401-800	0	480000
HC689	HC.401-800	38	480000
HC695	HC.401-800	0	480000
HC696	HC.401-800	0	480000
HC700	HC.401-800	53	480000
HC701	HC.401-800	0	480000
HC705	HC.401-800	0	480000
HC716	HC.401-800	0	480000
HC717	HC.401-800	0	480000
HC721	HC.401-800	0	480000
HC722	HC.401-800	0	480000
HC726	HC.401-800	0	480000
HC728	HC.401-800	0	480000
HC729	HC.401-800	0	480000
HC732	HC.401-800	0	480000
HC739	HC.401-800	0	480000
HC741	HC.401-800	0	480000
HC742	HC.401-800	0	480000
HC745	HC.401-800	0	480000
HC748	HC.401-800	0	480000
HC749	HC.401-800	0	480000
HC750	HC.401-800	0	480000
HC751	HC.401-800	0	480000
HC752	HC.401-800	0	480000
HC753	HC.401-800	0	480000
HC754	HC.401-800	0	480000
HC758	HC.401-800	0	480000
HC764	HC.401-800	0	480000
HC772	HC.401-800	0	480000
HC773	HC.401-800	0	480000
HC775	HC.401-800	0	480000
HC785	HC.401-800	0	480000
HC786	HC.401-800	0	480000
HC789	HC.401-800	0	480000
HC790	HC.401-800	0	480000
HC798	HC.401-800	0	480000
HC801	HC.401-800	0	480000
HC805	HC.401-800	0	480000
HC806	HC.401-800	0	480000
HC813	HC.401-800	0	480000
HC814	HC.401-800	0	480000
HC819	HC.401-800	0	480000
HC820	HC.401-800	0	480000
HC821	HC.401-800	0	480000
HC825	HC.401-800	0	480000
HC827	HC.401-800	0	480000
HC829	HC.401-800	0	480000
HC832	HC.401-800	0	480000
HC833	HC.401-800	0	480000
HC835	HC.401-800	0	480000
HC839	HC.401-800	0	480000
HC841	HC.401-800	0	480000
HC843	HC.401-800	0	480000
HC848	HC.401-800	0	480000
HC849	HC.401-800	0	480000
HC851	HC.401-800	0	480000
HC852	HC.401-800	0	480000
HC853	HC.401-800	0	480000
HC854	HC.401-800	0	480000
HC858	HC.401-800	0	480000
HC863	HC.401-800	0	480000
HC864	HC.401-800	0	480000
HC869	HC.401-800	0	480000
HC875	HC.401-800	0	480000
HC876	HC.401-800	0	480000
HC879	HC.401-800	0	480000
HC884	HC.401-800	0	480000
HC888	HC.401-800	0	480000
HC890	HC.401-800	0	480000
HC891	HC.401-800	0	480000
HC892	HC.401-800	0	480000
HC893	HC.401-800	0	480000
HC894	HC.401-800	0	480000
HC896	HC.401-800	0	480000
HC899	HC.401-800	0	480000
HC901	HC.401-800	0	480000
HC907	HC.401-800	0	480000
HC908	HC.401-800	0	480000
HC910	HC.401-800	0	480000
HC912	HC.401-800	0	480000
HC917	HC.401-800	0	480000
HC919	HC.401-800	0	480000
HC920	HC.401-800	0	480000
HC921	HC.401-800	0	480000
HC923	HC.401-800	0	480000
HC924	HC.401-800	0	480000
HC927	HC.401-800	0	480000
HC929	HC.401-800	0	480000
HC930	HC.401-800	0	480000
HC932	HC.401-800	47	480000
HC933	HC.401-800	0	480000
HC934	HC.401-800	0	480000
HC944	HC.401-800	0	480000
HC947	HC.401-800	0	480000
HC949	HC.401-800	0	480000
HC952	HC.401-800	0	480000
HC953	HC.401-800	0	480000
HC954	HC.401-800	0	480000
HC958	HC.401-800	0	480000
HC960	HC.401-800	0	480000
HC962	HC.401-800	0	480000
HC963	HC.401-800	0	480000
HC969	HC.401-800	0	480000
HC973	HC.401-800	0	480000
HC974	HC.401-800	0	480000
HC976	HC.401-800	0	480000
HC988	HC.401-800	0	480000
HC989	HC.401-800	0	480000
HC991	HC.401-800	0	480000
HC993	HC.401-800	0	480000
HC994	HC.401-800	0	480000
HC995	HC.401-800	0	480000
HC996	HC.401-800	0	480000
HC997	HC.401-800	0	480000
HC1127	HC.801-1103	0	480000
HC1129	HC.801-1103	0	480000
HC1130	HC.801-1103	0	480000
HC1134	HC.801-1103	0	480000
HC1137	HC.801-1103	0	480000
HC1140	HC.801-1103	0	480000
HC1145	HC.801-1103	0	480000
HC1151	HC.801-1103	0	480000
HC1153	HC.801-1103	0	480000
HC1164	HC.801-1103	0	480000
HC1165	HC.801-1103	0	480000
HC1166	HC.801-1103	0	480000
HC1170	HC.801-1103	0	480000
HC1178	HC.801-1103	0	480000
HC1179	HC.801-1103	0	480000
HC1182	HC.801-1103	0	480000
HC1183	HC.801-1103	0	480000
HC1186	HC.801-1103	0	480000
HC1189	HC.801-1103	0	480000
HC1191	HC.801-1103	0	480000
HC1192	HC.801-1103	0	480000
HC1193	HC.801-1103	0	480000
HC1201	HC.801-1103	0	480000
HC1202	HC.801-1103	0	480000
HC1203	HC.801-1103	0	480000
HC1204	HC.801-1103	0	480000
HC1205	HC.801-1103	0	480000
HC1216	HC.801-1103	0	480000
HC1219	HC.801-1103	0	480000
HC1222	HC.801-1103	34	480000
HC1223	HC.801-1103	0	480000
HC1224	HC.801-1103	0	480000
HC1225	HC.801-1103	0	480000
HC1229	HC.801-1103	0	480000
HC1231	HC.801-1103	0	480000
HC1232	HC.801-1103	0	480000
HC1233	HC.801-1103	0	480000
HC1239	HC.801-1103	0	480000
HC1245	HC.801-1103	0	480000
HC1247	HC.801-1103	0	480000
HC1249	HC.801-1103	0	480000
HC1250	HC.801-1103	0	480000
HC1251	HC.801-1103	0	480000
HC1255	HC.801-1103	0	480000
HC1259	HC.801-1103	0	480000
HC1263	HC.801-1103	0	480000
HC1264	HC.801-1103	0	480000
HC1265	HC.801-1103	0	480000
HC1272	HC.801-1103	0	480000
HC1274	HC.801-1103	0	480000
HC1275	HC.801-1103	0	480000
HC1276	HC.801-1103	0	480000
HC1277	HC.801-1103	0	480000
HC1279	HC.801-1103	0	480000
HC1280	HC.801-1103	0	480000
HC1281	HC.801-1103	0	480000
HC1283	HC.801-1103	0	480000
HC1284	HC.801-1103	0	480000
HC1285	HC.801-1103	0	480000
HC1287	HC.801-1103	0	480000
HC1288	HC.801-1103	0	480000
HC1290	HC.801-1103	0	480000
HC1294	HC.801-1103	0	480000
HC1299	HC.801-1103	0	480000
HC1308	HC.801-1103	0	480000
HC1309	HC.801-1103	0	480000
HC1315	HC.801-1103	0	480000
HC1317	HC.801-1103	0	480000
HC1318	HC.801-1103	0	480000
HC1319	HC.801-1103	0	480000
HC1323	HC.801-1103	0	480000
HC1325	HC.801-1103	0	480000
HC1326	HC.801-1103	0	480000
HC1327	HC.801-1103	0	480000
HC1328	HC.801-1103	0	480000
HC1330	HC.801-1103	0	480000
HC1331	HC.801-1103	0	480000
HC1332	HC.801-1103	0	480000
HC1336	HC.801-1103	0	480000
HC1337	HC.801-1103	0	480000
HC1338	HC.801-1103	0	480000
HC1339	HC.801-1103	0	480000
HC1344	HC.801-1103	0	480000
HC1345	HC.801-1103	0	480000
HC1347	HC.801-1103	0	480000
HC1348	HC.801-1103	0	480000
HC1351	HC.801-1103	0	480000
HC1352	HC.801-1103	0	480000
HC1355	HC.801-1103	0	480000
HC1357	HC.801-1103	0	480000
HC1358	HC.801-1103	0	480000
HC1359	HC.801-1103	0	480000
HC1360	HC.801-1103	0	480000
HC1361	HC.801-1103	0	480000
HC1362	HC.801-1103	0	480000
HC1364	HC.801-1103	0	480000
HC1367	HC.801-1103	0	480000
HC1369	HC.801-1103	0	480000
HC1370	HC.801-1103	0	480000
HC1371	HC.801-1103	0	480000
HC1378	HC.801-1103	0	480000
HC1379	HC.801-1103	0	480000
HC1382	HC.801-1103	0	480000
HC1383	HC.801-1103	0	480000
HC1384	HC.801-1103	0	480000
HC1386	HC.801-1103	0	480000
HC1387	HC.801-1103	0	480000
HC1392	HC.801-1103	0	480000
HC1396	HC.801-1103	0	480000
HC1397	HC.801-1103	0	480000
HC1399	HC.801-1103	0	480000
HC1400	HC.801-1103	0	480000
HC1401	HC.801-1103	0	480000
HC1405	HC.801-1103	0	480000
HC1409	HC.801-1103	0	480000
HC1411	HC.801-1103	0	480000
HC1412	HC.801-1103	0	480000
HC1414	HC.801-1103	0	480000
HC1416	HC.801-1103	0	480000
HC1419	HC.801-1103	0	480000
HC1420	HC.801-1103	0	480000
HC1421	HC.801-1103	0	480000
HC1426	HC.801-1103	0	480000
HC1430	HC.801-1103	0	480000
HC1431	HC.801-1103	0	480000
HC1434	HC.801-1103	0	480000
HC1435	HC.801-1103	0	480000
HC1436	HC.801-1103	0	480000
HC1440	HC.801-1103	0	480000
HC1443	HC.801-1103	0	480000
HC1492	HC.801-1103	0	480000
HC1499	HC.801-1103	0	480000
HC1503	HC.801-1103	0	480000
HC1507	HC.801-1103	0	480000
HC1511	HC.801-1103	0	480000
HC1523	HC.801-1103	0	480000
HC1526	HC.801-1103	0	480000
HC1527	HC.801-1103	0	480000
HC1529	HC.801-1103	0	480000
HC1530	HC.801-1103	0	480000
HC1531	HC.801-1103	0	480000
HC1533	HC.801-1103	0	480000
HC1534	HC.801-1103	0	480000
HC1536	HC.801-1103	0	480000
HC1537	HC.801-1103	0	480000
HC1538	HC.801-1103	0	480000
HC1539	HC.801-1103	0	480000
HC1542	HC.801-1103	0	480000
HC1543	HC.801-1103	0	480000
HC1554	HC.801-1103	0	480000
HC1555	HC.801-1103	0	480000
HC1559	HC.801-1103	0	480000
HC1561	HC.801-1103	0	480000
HC1564	HC.801-1103	0	480000
HC1577	HC.801-1103	0	480000
HC1578	HC.801-1103	0	480000
HC1580	HC.801-1103	0	480000
HC1581	HC.801-1103	54	480000
HC1587	HC.801-1103	0	480000
HC1588	HC.801-1103	0	480000
HC1590	HC.801-1103	0	480000
INI1120	INI.1-400	2	240000
INI1160	INI.1-400	33	480000
INI1269	INI.1-400	0	240000
INI1279	INI.1-400	2	240000
INI1518	INI.1-400	0	240000
INI1873	INI.1-400	0	240000
INI1883	INI.1-400	1	480000
INI20015	INI.1-400	68	480000
INI20127	INI.1-400	1	480000
